b1,b2,droupout_prob,iteration,lr,weight_decay,net,dataset,loss,test
9.999999747378752e-05,9.999999747378752e-06,0.0,0,9.999999747378752e-06,0.0,LeNet,MNIST,0.529,0.5392
0.050050001591444016,0.0050050001591444016,0.5,1,0.5000050067901611,0.5,LeNet,MNIST,0.6934,0.6946
0.07502499967813492,0.0025075001176446676,0.25,2,0.7500025033950806,0.75,LeNet,MNIST,0.7294,0.7318
0.025074999779462814,0.007502500433474779,0.75,3,0.2500075101852417,0.25,LeNet,MNIST,0.7656,0.7648
0.037562500685453415,0.0037562502548098564,0.625,4,0.3750062584877014,0.125,LeNet,MNIST,0.7996,0.7992
0.08751250058412552,0.008751249872148037,0.125,5,0.8750012516975403,0.625,LeNet,MNIST,0.826,0.8256
0.06253749877214432,0.0012587499804794788,0.875,6,0.6250037550926208,0.875,LeNet,MNIST,0.8478,0.8484
0.012587499804794788,0.006253750063478947,0.375,7,0.1250087469816208,0.375,LeNet,MNIST,0.862,0.8614
0.018831249326467514,0.00313187506981194,0.9375,8,0.5625044107437134,0.3125,LeNet,MNIST,0.8744,0.8738
0.04630704689289043,0.006782897199214928,0.9603165360800322,9,0.579245530731451,0.5859542524111203,LeNet,MNIST,0.886,0.8864
0.0249842865430979,0.005308229239299056,0.9995312385591776,10,0.6973832040506227,0.5606309776992362,LeNet,MNIST,0.8968,0.8954
0.0034123971234321995,0.001941534611875212,0.05810422558162842,11,0.2901169708376753,0.3055131965455137,LeNet,MNIST,0.9026,0.902
0.04380301533037034,0.0005646935372542955,0.8498515037634142,12,0.00016253871010811645,0.4276056836558393,LeNet,MNIST,0.9096,0.9074
0.07211094639935357,0.000573850608113297,0.8449346854425268,13,0.00016141450417016734,0.33803431356392705,LeNet,MNIST,0.9142,0.9118
0.07875983289702815,0.0047819812050400425,0.8360741662554373,14,0.0002878979364801385,0.4178766918466623,LeNet,MNIST,0.917,0.9138
0.07383433436892026,0.009487796026360885,0.6962065966879531,15,0.00044037080279114843,0.3583398643378082,LeNet,MNIST,0.92,0.9172
0.018009590146789746,0.004487530804947168,0.7918056137108309,16,0.0007046310551860752,0.4491957868310952,LeNet,MNIST,0.9224,0.9184
0.026963313393396877,0.002932322707659423,0.9491206765087441,17,0.023911287342652285,0.8553301820643853,LeNet,MNIST,0.925,0.9216
0.05741368562142469,0.0029257876647653487,0.00035478384345040415,18,0.13262173759498677,0.10433420393354334,LeNet,MNIST,0.9274,0.9232
0.025357589057428544,0.0044403012922851455,0.6566474816022078,19,0.021231647731235415,0.5487193109025567,LeNet,MNIST,0.9298,0.9254
0.027880858404016398,0.0023139758859223895,0.7554661939617555,20,0.0079507029843933,0.537384891764324,LeNet,MNIST,0.9318,0.929
0.027838340444374495,0.0023244522047816607,0.7568143598566814,21,0.009171829262504556,0.973447216733552,LeNet,MNIST,0.9338,0.9298
0.001794100603167602,0.009993670878712953,4.731870268305082e-05,22,0.4436344555672294,0.751570592038453,LeNet,MNIST,0.9358,0.9308
0.08729593138236263,0.009349939521532206,7.957345172505169e-06,23,0.3514793476379771,0.3189371956208943,LeNet,MNIST,0.9376,0.9328
0.08605360496218055,0.009034365617377886,1.8523739956041975e-06,24,0.37033315890555657,0.661653344212787,LeNet,MNIST,0.9386,0.9346
