b1,b2,dataset,droupout_prob,iteration,lr,net,weight_decay,loss,test
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,1,0.5151673489846279,LeNet,0.2111436418971886,0.1,0.1006
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,2,0.5151673489846279,LeNet,0.2111436418971886,0.1048,0.0994
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,3,0.5151673489846279,LeNet,0.2111436418971886,0.1028,0.0988
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,4,0.5151673489846279,LeNet,0.2111436418971886,0.0964,0.1034
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,5,0.5151673489846279,LeNet,0.2111436418971886,0.1086,0.1056
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,6,0.5151673489846279,LeNet,0.2111436418971886,0.1022,0.1006
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,7,0.5151673489846279,LeNet,0.2111436418971886,0.105,0.102
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,8,0.5151673489846279,LeNet,0.2111436418971886,0.1028,0.1006
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,9,0.5151673489846279,LeNet,0.2111436418971886,0.1042,0.1012
0.0037168651841056,0.00391155975602167,FMNIST,0.08330165515760946,10,0.5151673489846279,LeNet,0.2111436418971886,0.0976,0.1014
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,1,0.2783661036801668,LeNet,0.6019835533950768,0.2502,0.2562
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,2,0.2783661036801668,LeNet,0.6019835533950768,0.1796,0.1812
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,3,0.2783661036801668,LeNet,0.6019835533950768,0.0964,0.1036
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,4,0.2783661036801668,LeNet,0.6019835533950768,0.0996,0.1004
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,5,0.2783661036801668,LeNet,0.6019835533950768,0.101,0.099
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,6,0.2783661036801668,LeNet,0.6019835533950768,0.0968,0.1032
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,7,0.2783661036801668,LeNet,0.6019835533950768,0.1024,0.0976
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,8,0.2783661036801668,LeNet,0.6019835533950768,0.0972,0.1028
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,9,0.2783661036801668,LeNet,0.6019835533950768,0.0996,0.1004
0.09929375106532476,0.006784902033472245,FMNIST,0.9321049059241794,10,0.2783661036801668,LeNet,0.6019835533950768,0.0996,0.1004
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,1,0.552106114938244,LeNet,0.6910031224394326,0.1014,0.0988
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,2,0.552106114938244,LeNet,0.6910031224394326,0.1278,0.131
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,3,0.552106114938244,LeNet,0.6910031224394326,0.1918,0.1956
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,4,0.552106114938244,LeNet,0.6910031224394326,0.14,0.1454
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,5,0.552106114938244,LeNet,0.6910031224394326,0.311,0.308
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,6,0.552106114938244,LeNet,0.6910031224394326,0.1818,0.1842
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,7,0.552106114938244,LeNet,0.6910031224394326,0.2896,0.2976
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,8,0.552106114938244,LeNet,0.6910031224394326,0.3254,0.3152
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,9,0.552106114938244,LeNet,0.6910031224394326,0.3936,0.3858
0.015362341479433071,0.0036752076643501966,FMNIST,0.9277111038884773,10,0.552106114938244,LeNet,0.6910031224394326,0.147,0.142
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,1,0.8941975667500041,LeNet,0.6800996665732847,0.1,0.1
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,2,0.8941975667500041,LeNet,0.6800996665732847,0.0916,0.1084
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,3,0.8941975667500041,LeNet,0.6800996665732847,0.1,0.1
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,4,0.8941975667500041,LeNet,0.6800996665732847,0.1,0.1
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,5,0.8941975667500041,LeNet,0.6800996665732847,0.0968,0.1032
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,6,0.8941975667500041,LeNet,0.6800996665732847,0.1002,0.0998
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,7,0.8941975667500041,LeNet,0.6800996665732847,0.1002,0.0998
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,8,0.8941975667500041,LeNet,0.6800996665732847,0.0972,0.1024
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,9,0.8941975667500041,LeNet,0.6800996665732847,0.0974,0.1026
0.010809354812092978,0.0013057778106525329,FMNIST,0.4087672334442425,10,0.8941975667500041,LeNet,0.6800996665732847,0.0974,0.1032
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,1,0.9342765964281805,LeNet,0.09918492345325813,0.0986,0.1014
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,2,0.9342765964281805,LeNet,0.09918492345325813,0.1026,0.0974
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,3,0.9342765964281805,LeNet,0.09918492345325813,0.0988,0.1012
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,4,0.9342765964281805,LeNet,0.09918492345325813,0.1028,0.0976
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,5,0.9342765964281805,LeNet,0.09918492345325813,0.0992,0.1012
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,6,0.9342765964281805,LeNet,0.09918492345325813,0.0986,0.1016
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,7,0.9342765964281805,LeNet,0.09918492345325813,0.1002,0.0998
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,8,0.9342765964281805,LeNet,0.09918492345325813,0.1042,0.0974
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,9,0.9342765964281805,LeNet,0.09918492345325813,0.105,0.1004
0.04892382915055726,0.007715828530215,FMNIST,0.6823440456728339,10,0.9342765964281805,LeNet,0.09918492345325813,0.102,0.0976
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,1,0.9585590738372385,LeNet,0.9573353666012037,0.1326,0.1314
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,2,0.9585590738372385,LeNet,0.9573353666012037,0.1086,0.1126
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,3,0.9585590738372385,LeNet,0.9573353666012037,0.1804,0.1866
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,4,0.9585590738372385,LeNet,0.9573353666012037,0.059,0.0652
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,5,0.9585590738372385,LeNet,0.9573353666012037,0.0984,0.1016
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,6,0.9585590738372385,LeNet,0.9573353666012037,0.2172,0.2156
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,7,0.9585590738372385,LeNet,0.9573353666012037,0.177,0.1762
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,8,0.9585590738372385,LeNet,0.9573353666012037,0.2458,0.2554
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,9,0.9585590738372385,LeNet,0.9573353666012037,0.1016,0.0984
0.08677726010619037,0.0060719904017103475,FMNIST,0.06595817169729756,10,0.9585590738372385,LeNet,0.9573353666012037,0.1016,0.0984
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,1,0.8786814131448303,LeNet,0.7050797834782501,0.0878,0.0858
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,2,0.8786814131448303,LeNet,0.7050797834782501,0.0592,0.0578
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,3,0.8786814131448303,LeNet,0.7050797834782501,0.0858,0.0924
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,4,0.8786814131448303,LeNet,0.7050797834782501,0.1016,0.0984
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,5,0.8786814131448303,LeNet,0.7050797834782501,0.1086,0.1056
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,6,0.8786814131448303,LeNet,0.7050797834782501,0.1038,0.0992
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,7,0.8786814131448303,LeNet,0.7050797834782501,0.2056,0.2038
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,8,0.8786814131448303,LeNet,0.7050797834782501,0.2506,0.2628
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,9,0.8786814131448303,LeNet,0.7050797834782501,0.3242,0.334
0.08284565440308866,0.008492224713678886,FMNIST,0.3054216531914783,10,0.8786814131448303,LeNet,0.7050797834782501,0.2154,0.227
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,1,0.9578542409023831,LeNet,0.35142669978200125,0.1026,0.0974
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,2,0.9578542409023831,LeNet,0.35142669978200125,0.0994,0.0992
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,3,0.9578542409023831,LeNet,0.35142669978200125,0.1004,0.0996
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,4,0.9578542409023831,LeNet,0.35142669978200125,0.1,0.106
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,5,0.9578542409023831,LeNet,0.35142669978200125,0.112,0.1014
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,6,0.9578542409023831,LeNet,0.35142669978200125,0.1058,0.1154
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,7,0.9578542409023831,LeNet,0.35142669978200125,0.086,0.0878
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,8,0.9578542409023831,LeNet,0.35142669978200125,0.0968,0.1032
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,9,0.9578542409023831,LeNet,0.35142669978200125,0.2788,0.2944
0.01671495974477778,0.005274347895744655,FMNIST,0.18000270229374127,10,0.9578542409023831,LeNet,0.35142669978200125,0.2698,0.2488
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,1,0.8527523921160433,LeNet,0.7822210710373861,0.1036,0.1066
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,2,0.8527523921160433,LeNet,0.7822210710373861,0.0966,0.1048
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,3,0.8527523921160433,LeNet,0.7822210710373861,0.1024,0.104
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,4,0.8527523921160433,LeNet,0.7822210710373861,0.1698,0.1802
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,5,0.8527523921160433,LeNet,0.7822210710373861,0.1536,0.1528
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,6,0.8527523921160433,LeNet,0.7822210710373861,0.2664,0.2652
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,7,0.8527523921160433,LeNet,0.7822210710373861,0.4604,0.4724
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,8,0.8527523921160433,LeNet,0.7822210710373861,0.4946,0.4936
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,9,0.8527523921160433,LeNet,0.7822210710373861,0.2556,0.2694
0.02300410670024991,0.00374563959928154,FMNIST,0.8092869258218596,10,0.8527523921160433,LeNet,0.7822210710373861,0.1982,0.1982
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,1,0.8822851315156237,LeNet,0.5287373496449237,0.1046,0.1002
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,2,0.8822851315156237,LeNet,0.5287373496449237,0.101,0.1066
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,3,0.8822851315156237,LeNet,0.5287373496449237,0.0944,0.1064
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,4,0.8822851315156237,LeNet,0.5287373496449237,0.0968,0.106
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,5,0.8822851315156237,LeNet,0.5287373496449237,0.1028,0.0984
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,6,0.8822851315156237,LeNet,0.5287373496449237,0.0924,0.105
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,7,0.8822851315156237,LeNet,0.5287373496449237,0.0986,0.099
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,8,0.8822851315156237,LeNet,0.5287373496449237,0.1,0.1
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,9,0.8822851315156237,LeNet,0.5287373496449237,0.0976,0.1
0.0021581958649008865,0.008405996147427673,FMNIST,0.6777929212062336,10,0.8822851315156237,LeNet,0.5287373496449237,0.1032,0.1028
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,1,0.5920339341143509,LeNet,0.11397448938369059,0.1058,0.0964
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,2,0.5920339341143509,LeNet,0.11397448938369059,0.0964,0.1038
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,3,0.5920339341143509,LeNet,0.11397448938369059,0.1086,0.108
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,4,0.5920339341143509,LeNet,0.11397448938369059,0.1046,0.095
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,5,0.5920339341143509,LeNet,0.11397448938369059,0.0964,0.1036
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,6,0.5920339341143509,LeNet,0.11397448938369059,0.1728,0.1798
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,7,0.5920339341143509,LeNet,0.11397448938369059,0.1032,0.102
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,8,0.5920339341143509,LeNet,0.11397448938369059,0.1038,0.0962
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,9,0.5920339341143509,LeNet,0.11397448938369059,0.435,0.4342
0.061869035660090575,0.009273921281868653,FMNIST,0.7158831159876965,10,0.5920339341143509,LeNet,0.11397448938369059,0.5212,0.5278
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,1,0.7766889007784822,LeNet,0.7245164249116767,0.0962,0.1008
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,2,0.7766889007784822,LeNet,0.7245164249116767,0.111,0.1138
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,3,0.7766889007784822,LeNet,0.7245164249116767,0.1014,0.0976
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,4,0.7766889007784822,LeNet,0.7245164249116767,0.098,0.102
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,5,0.7766889007784822,LeNet,0.7245164249116767,0.1006,0.0998
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,6,0.7766889007784822,LeNet,0.7245164249116767,0.1166,0.117
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,7,0.7766889007784822,LeNet,0.7245164249116767,0.222,0.2136
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,8,0.7766889007784822,LeNet,0.7245164249116767,0.0998,0.102
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,9,0.7766889007784822,LeNet,0.7245164249116767,0.342,0.3454
0.05490163923510838,0.0013125654243269726,FMNIST,0.6776307944953388,10,0.7766889007784822,LeNet,0.7245164249116767,0.3982,0.397
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,1,0.25438368670280287,LeNet,0.9151684704433742,0.1028,0.0996
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,2,0.25438368670280287,LeNet,0.9151684704433742,0.3034,0.3244
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,3,0.25438368670280287,LeNet,0.9151684704433742,0.2872,0.264
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,4,0.25438368670280287,LeNet,0.9151684704433742,0.101,0.099
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,5,0.25438368670280287,LeNet,0.9151684704433742,0.1058,0.0942
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,6,0.25438368670280287,LeNet,0.9151684704433742,0.1058,0.0942
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,7,0.25438368670280287,LeNet,0.9151684704433742,0.0936,0.1064
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,8,0.25438368670280287,LeNet,0.9151684704433742,0.1032,0.0968
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,9,0.25438368670280287,LeNet,0.9151684704433742,0.103,0.097
0.03445137090582377,0.009809520052194957,FMNIST,0.8265801000946018,10,0.25438368670280287,LeNet,0.9151684704433742,0.1056,0.0944
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,1,0.14836720689255503,LeNet,0.8563549512772988,0.0476,0.045
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,2,0.14836720689255503,LeNet,0.8563549512772988,0.091,0.0922
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,3,0.14836720689255503,LeNet,0.8563549512772988,0.0996,0.1004
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,4,0.14836720689255503,LeNet,0.8563549512772988,0.1066,0.0934
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,5,0.14836720689255503,LeNet,0.8563549512772988,0.0996,0.1004
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,6,0.14836720689255503,LeNet,0.8563549512772988,0.1,0.1
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,7,0.14836720689255503,LeNet,0.8563549512772988,0.1,0.1
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,8,0.14836720689255503,LeNet,0.8563549512772988,0.1006,0.0994
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,9,0.14836720689255503,LeNet,0.8563549512772988,0.0998,0.1002
0.023302573883338132,0.00891730944435809,FMNIST,0.005374677836049391,10,0.14836720689255503,LeNet,0.8563549512772988,0.0996,0.1004
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,1,0.725731678683776,LeNet,0.26778205714123704,0.103,0.0972
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,2,0.725731678683776,LeNet,0.26778205714123704,0.1032,0.0976
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,3,0.725731678683776,LeNet,0.26778205714123704,0.0936,0.1058
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,4,0.725731678683776,LeNet,0.26778205714123704,0.101,0.0968
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,5,0.725731678683776,LeNet,0.26778205714123704,0.1048,0.0984
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,6,0.725731678683776,LeNet,0.26778205714123704,0.1156,0.1066
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,7,0.725731678683776,LeNet,0.26778205714123704,0.0906,0.0906
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,8,0.725731678683776,LeNet,0.26778205714123704,0.3382,0.3312
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,9,0.725731678683776,LeNet,0.26778205714123704,0.0984,0.1016
0.01572354701214773,0.0066427138820204235,FMNIST,0.4287153434967028,10,0.725731678683776,LeNet,0.26778205714123704,0.0938,0.1062
