0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
1.041666666666666741e+00,7.202900052538105058e+01,1.642247762077557383e+01,7.202899929869408879e+01,1.642247741670647798e+01
2.083333333333333481e+00,2.605467653087541180e+01,1.879852170757782659e+01,2.605467640371883320e+01,1.879852173090607081e+01
3.125000000000000000e+00,1.427822563975464831e+01,1.464013739905754363e+01,1.427822562946992591e+01,1.464013740038110711e+01
4.166666666666666963e+00,4.642323489282645710e+00,3.256379766146557220e+00,4.642323314442353244e+00,3.256379735443978518e+00
5.208333333333333037e+00,1.384621795018514012e+00,7.010309906100192778e-01,1.384621728635301752e+00,7.010309545758361960e-01
6.250000000000000000e+00,1.208257001054053204e+00,6.299680034454487876e-01,1.208256919711243826e+00,6.299679570442269227e-01
7.291666666666666963e+00,8.803072330998438222e-01,4.308805579366211114e-01,8.803072144003474264e-01,4.308805428708448737e-01
8.333333333333333925e+00,8.803072330998438222e-01,4.308805579366211114e-01,8.803072144003474264e-01,4.308805428708448737e-01
9.375000000000000000e+00,8.803072330998438222e-01,4.308805579366211114e-01,8.803072144003474264e-01,4.308805428708448737e-01
1.041666666666666607e+01,8.803072330998438222e-01,4.308805579366211114e-01,8.803072144003474264e-01,4.308805428708448737e-01
1.145833333333333393e+01,8.803072330998438222e-01,4.308805579366211114e-01,8.803072144003474264e-01,4.308805428708448737e-01
1.250000000000000000e+01,8.143972883037491339e-01,4.236489008420625813e-01,8.143972789540010471e-01,4.236488894751890832e-01
1.354166666666666607e+01,5.513891855875651116e-01,2.103487541247758830e-01,5.513891650181190762e-01,2.103487303783379281e-01
1.458333333333333393e+01,5.513891855875651116e-01,2.103487541247758830e-01,5.513891650181190762e-01,2.103487303783379281e-01
1.562500000000000000e+01,5.513891855875651116e-01,2.103487541247758830e-01,5.513891650181190762e-01,2.103487303783379281e-01
1.666666666666666785e+01,4.439996008779488745e-01,1.314795480097014913e-01,4.439995915282007322e-01,1.314795367671488802e-01
1.770833333333333215e+01,3.966095877628700306e-01,1.357166366592606199e-01,3.966095821530211118e-01,1.357166264179745785e-01
1.875000000000000000e+01,3.601193949288012397e-01,1.459598661851113643e-01,3.601193820728975092e-01,1.459598556376666967e-01
1.979166666666666785e+01,3.118114571945339586e-01,1.439131991280620249e-01,3.118114359238568500e-01,1.439131848224604326e-01
2.083333333333333215e+01,2.109443900631922941e-01,7.184353224515951930e-02,2.109443758048263340e-01,7.184351882431676273e-02
2.187500000000000000e+01,1.768743924066132345e-01,6.348178285569365531e-02,1.768743793169657574e-01,6.348176948627144711e-02
2.291666666666666785e+01,1.768743924066132345e-01,6.348178285569365531e-02,1.768743793169657574e-01,6.348176948627144711e-02
2.395833333333333215e+01,1.768743924066132345e-01,6.348178285569365531e-02,1.768743793169657574e-01,6.348176948627144711e-02
2.500000000000000000e+01,1.766994214525409723e-01,6.357810103794125922e-02,1.766994083628934953e-01,6.357808767815908979e-02
2.604166666666666785e+01,1.766994214525409723e-01,6.357810103794125922e-02,1.766994083628934953e-01,6.357808767815908979e-02
2.708333333333333215e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
2.812500000000000000e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
2.916666666666666785e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.020833333333333215e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.125000000000000000e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.229166666666666430e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.333333333333333570e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.437500000000000000e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.541666666666666430e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.645833333333333570e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.750000000000000000e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.854166666666666430e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
3.958333333333333570e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
4.062500000000000000e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
4.166666666666666430e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
4.270833333333333570e+01,1.560525627697215423e-01,6.600643970676468852e-02,1.560525520175110870e-01,6.600642618477042811e-02
4.375000000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
4.479166666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
4.583333333333333570e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
4.687500000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
4.791666666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
4.895833333333333570e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.000000000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.104166666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.208333333333333570e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.312500000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.416666666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.520833333333333570e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.625000000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.729166666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.833333333333333570e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
5.937500000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.041666666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.145833333333333570e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.250000000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.354166666666666430e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.458333333333332860e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.562500000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.666666666666667140e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.770833333333332860e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.875000000000000000e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
6.979166666666667140e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
7.083333333333332860e+01,1.219462684556549686e-01,5.699282593474089970e-02,1.219462607421127054e-01,5.699281308158785087e-02
7.187500000000000000e+01,9.848128393584607010e-02,3.562819654146895387e-02,9.848129492180021649e-02,3.562820145964139956e-02
7.291666666666667140e+01,9.848128393584607010e-02,3.562819654146895387e-02,9.848129492180021649e-02,3.562820145964139956e-02
7.395833333333332860e+01,9.848128393584607010e-02,3.562819654146895387e-02,9.848129492180021649e-02,3.562820145964139956e-02
7.500000000000000000e+01,8.618381023406983255e-02,3.639358140457858021e-02,8.618382238874247592e-02,3.639358742093586063e-02
7.604166666666667140e+01,8.428471111783794600e-02,3.707004004225603749e-02,8.428471976635501517e-02,3.707004407476149205e-02
7.708333333333332860e+01,8.026934675141877973e-02,3.615923343019362968e-02,8.026935259501138953e-02,3.615923751052793622e-02
7.812500000000000000e+01,8.026934675141877973e-02,3.615923343019362968e-02,8.026935259501138953e-02,3.615923751052793622e-02
7.916666666666667140e+01,8.026934675141877973e-02,3.615923343019362968e-02,8.026935259501138953e-02,3.615923751052793622e-02
8.020833333333332860e+01,8.026934675141877973e-02,3.615923343019362968e-02,8.026935259501138953e-02,3.615923751052793622e-02
8.125000000000000000e+01,8.026934675141877973e-02,3.615923343019362968e-02,8.026935259501138953e-02,3.615923751052793622e-02
8.229166666666667140e+01,8.026934675141877973e-02,3.615923343019362968e-02,8.026935259501138953e-02,3.615923751052793622e-02
8.333333333333332860e+01,6.688920446470672521e-02,2.314589240243140195e-02,6.688920937332451522e-02,2.314589636200199696e-02
8.437500000000000000e+01,5.600840858384674437e-02,1.794015281836865150e-02,5.600841068754008889e-02,1.794015378556843357e-02
8.541666666666667140e+01,4.942173022849886965e-02,1.701949768410108976e-02,4.942173537086037849e-02,1.701950073420702841e-02
8.645833333333332860e+01,4.942173022849886965e-02,1.701949768410108976e-02,4.942173537086037849e-02,1.701950073420702841e-02
8.750000000000000000e+01,4.894752736185110920e-02,1.719869093275852578e-02,4.894753297170002793e-02,1.719869379629566583e-02
8.854166666666667140e+01,4.884511512868544569e-02,1.722360551352617591e-02,4.884512003730324958e-02,1.722360854947199704e-02
8.958333333333332860e+01,4.884511512868544569e-02,1.722360551352617591e-02,4.884512003730324958e-02,1.722360854947199704e-02
9.062500000000000000e+01,4.884511512868544569e-02,1.722360551352617591e-02,4.884512003730324958e-02,1.722360854947199704e-02
9.166666666666667140e+01,4.884511512868544569e-02,1.722360551352617591e-02,4.884512003730324958e-02,1.722360854947199704e-02
9.270833333333332860e+01,4.773251846724865799e-02,1.754752880994676911e-02,4.773252407709756978e-02,1.754753166946753512e-02
9.375000000000000000e+01,4.773251846724865799e-02,1.754752880994676911e-02,4.773252407709756978e-02,1.754753166946753512e-02
9.479166666666667140e+01,4.773251846724865799e-02,1.754752880994676911e-02,4.773252407709756978e-02,1.754753166946753512e-02
9.583333333333332860e+01,4.773251846724865799e-02,1.754752880994676911e-02,4.773252407709756978e-02,1.754753166946753512e-02
9.687500000000000000e+01,4.493943008722044163e-02,1.490749765475020069e-02,4.493943639830046827e-02,1.490750167525395700e-02
9.791666666666667140e+01,4.493943008722044163e-02,1.490749765475020069e-02,4.493943639830046827e-02,1.490750167525395700e-02
9.895833333333332860e+01,4.493943008722044163e-02,1.490749765475020069e-02,4.493943639830046827e-02,1.490750167525395700e-02
1.000000000000000000e+02,4.493943008722044163e-02,1.490749765475020069e-02,4.493943639830046827e-02,1.490750167525395700e-02
1.010416666666666714e+02,4.330363180123123629e-02,1.441462641744103643e-02,4.330363577487421345e-02,1.441462931706208143e-02
1.020833333333333286e+02,4.330363180123123629e-02,1.441462641744103643e-02,4.330363577487421345e-02,1.441462931706208143e-02
1.031250000000000000e+02,4.330363180123123629e-02,1.441462641744103643e-02,4.330363577487421345e-02,1.441462931706208143e-02
1.041666666666666714e+02,4.330363180123123629e-02,1.441462641744103643e-02,4.330363577487421345e-02,1.441462931706208143e-02
1.052083333333333286e+02,4.323972907720827902e-02,1.436202027076723814e-02,4.323973118090161660e-02,1.436202162138500507e-02
1.062500000000000000e+02,4.323972907720827902e-02,1.436202027076723814e-02,4.323973118090161660e-02,1.436202162138500507e-02
