b1,b2,droupout_prob,iteration,lr,weight_decay,net,dataset,loss,test
9.999999747378752e-05,9.999999747378752e-06,0.0,0,9.999999747378752e-06,0.0,LeNet,FMNIST,0.0918,0.1084
0.050050001591444016,0.0050050001591444016,0.5,0,0.5000050067901611,0.5,LeNet,FMNIST,0.0848,0.085
0.07502499967813492,0.0025075001176446676,0.25,0,0.7500025033950806,0.75,LeNet,FMNIST,0.099,0.0982
0.025074999779462814,0.007502500433474779,0.75,0,0.2500075101852417,0.25,LeNet,FMNIST,0.1396,0.1488
0.037562500685453415,0.0037562502548098564,0.625,0,0.3750062584877014,0.125,LeNet,FMNIST,0.1006,0.0972
0.08751250058412552,0.008751249872148037,0.125,0,0.8750012516975403,0.625,LeNet,FMNIST,0.1058,0.1084
0.06253749877214432,0.0012587499804794788,0.875,0,0.6250037550926208,0.875,LeNet,FMNIST,0.096,0.0914
0.012587499804794788,0.006253750063478947,0.375,0,0.1250087469816208,0.375,LeNet,FMNIST,0.5222,0.524
0.018831249326467514,0.00313187506981194,0.9375,0,0.5625044107437134,0.3125,LeNet,FMNIST,0.1038,0.1058
0.03290987936012448,0.006590289444225749,0.4945305007704627,0,0.11966272267351338,0.8683838412893826,LeNet,FMNIST,0.0974,0.1026
0.013882929797563488,0.007251221009482939,0.46472302936196425,0,0.12272640760259651,0.29096406242049766,LeNet,FMNIST,0.4732,0.4772
0.011717761503400408,0.006247338588631875,0.6191189346459742,0,0.002022546942369717,0.00019243904769767478,LeNet,FMNIST,0.7372,0.7386
0.007221999758595292,0.002478482379728713,0.24022999575722875,0,0.003507636771667047,0.8385825440571858,LeNet,FMNIST,0.1056,0.0944
0.008130376699091748,0.006498809336174963,0.28834643435167523,0,0.743805927877774,0.9823400878640746,LeNet,FMNIST,0.1048,0.097
0.01134302005389646,0.007321294509547972,0.9572572389543348,0,0.32698628627385345,0.8217807518988782,LeNet,FMNIST,0.092,0.105
0.008459627904928931,0.002768435416289407,0.2742494713733453,0,0.0754744198206283,0.009427780165737906,LeNet,FMNIST,0.1468,0.1328
0.014565450069757721,0.0035528059593439585,0.0075555220884711005,0,0.891409112880347,0.000722470373880694,LeNet,FMNIST,0.1028,0.0972
0.008269131269873525,0.006235222901035863,0.4943898001511344,0,0.032224689975488774,0.04383515072414662,LeNet,FMNIST,0.7278,0.7182
0.05306213965273138,0.009819627801377203,0.546852145033974,0,0.0004739495948716257,0.31331434854560813,LeNet,FMNIST,0.174,0.1584
0.017044676904874045,0.006873896371982644,0.6708531147197192,0,0.023446746056827603,0.37701429895415106,LeNet,FMNIST,0.1012,0.0988
0.029232540895968336,0.006047130214383599,0.5630463339810634,0,0.36017490172490163,0.24053503609213767,LeNet,FMNIST,0.1942,0.1954
0.09275491752285538,0.006374456349254797,0.9994378403386178,0,0.4526539028944781,0.009777405243532822,LeNet,FMNIST,0.1004,0.1006
0.01564617242561974,0.008819932469146837,0.34765942560032304,0,0.5551683712988953,0.03101256613359195,LeNet,FMNIST,0.0978,0.1028
0.010364638106976179,0.006243659479221439,0.6179372459501447,0,0.00320799301390186,0.0005578141318693855,LeNet,FMNIST,0.7386,0.7412
0.003295765073352894,0.007590435970455573,0.2835519372980101,0,0.14907185103579623,0.15009819955707995,LeNet,FMNIST,0.3826,0.3902
