b1,b2,droupout_prob,eps,iteration,lr,weight_decay,loss,test
0.9047980415416621,0.9935471765160725,0.13785511385609794,16.088297391082072,0.0,0.034890999196125295,0.04374976351077225,-326.7841605392157,-273.25283394607845
0.9009954151687096,0.9933418005300811,0.003967087922892409,16.83424709484692,-0.0,0.02676528144276531,0.04359035342527468,-9.904134712967219,-11.911362591911764
0.9047527328745538,0.9901289144273331,0.0460052625493655,19.64061859470722,-0.0,0.0014092190518128073,0.002232655094146656,-5.200522628484988,-5.179883769914215
0.9794591897863628,0.9900445119334512,0.9268622260444448,6.546169283006512,0.0,0.09811859155055179,0.0010600307688215088,-352.8776807598039,-306.0048253676471
0.9047527328793058,0.9901289144231151,0.04600526254212251,19.64061859469487,1.0,0.001409219047841032,0.002232655093426653,-6.72596710803462,-5.450537588082108
0.9501997949034267,0.9994642594112014,0.581377699785763,9.013851607480014,1.0,0.0853665186146962,0.088925608628518,-338.0200674019608,-306.1682942708333
0.9009954150829542,0.9933418006186209,0.0039670880093026955,16.834247094753113,1.0,0.026765281444023223,0.043590353520356194,-86.90560853247548,-84.00392539828431
0.9423842036701844,0.998327481851179,0.5137045039882966,9.685730815571766,1.0,0.07415209981228044,0.001114249212673759,-1275.2796415441176,-828.2849264705883
0.9378491812710612,0.9984073544358201,0.40947324050582495,12.119707342281432,1.0,0.005696538812463897,0.01995785346272586,-83.97743374693627,-76.83252910539215
0.9350230535185338,0.9967541028466543,0.3382017625678564,19.917154543633036,1.0,0.06483102341086155,0.09287742270345609,-3598.46875,-3020.254595588235
0.904752732873267,0.990128914436936,0.04600526254592694,19.640618594793192,2.0,0.0014092190689976032,0.002232655093348479,-1.1439512664196538,-1.1264459946576286
0.9047527327881448,0.9901289144949099,0.04600526254659185,19.640618594884156,3.0,0.0014092191371982135,0.0022326550106900535,-3.3408831428079044,-3.220095166973039
0.9364567681743019,0.9980962712702737,0.4088829128978719,11.761005100560457,3.0,0.06937513410862065,0.0746370425682884,-15.576238893995098,-14.748940860523897
0.992305653615047,0.9917461008949922,0.6950529003110658,13.890452553433537,1.0,0.019852443236497142,0.06907721891293317,-35.20408720128677,-32.43109011182598
0.9224654717100423,0.9957359445177193,0.24511930900265444,17.611993585240324,1.0,0.057345124785337605,0.02191272069401711,-6127.173406862745,-5303.6329656862745
0.9336789658217487,0.9968275642356399,0.35635917388832083,14.71797285647824,3.0,0.025188272070853536,0.024029153780784834,-30.25200578278186,-18.788893755744486
0.9948989149226973,0.9924210136274217,0.7209008068288664,11.752072043942958,3.0,0.05300637786025743,0.027592026892396284,-479.58183976715685,-471.2386642156863
0.9047527328829479,0.9901289145436991,0.04600526261464345,19.640618594816075,4.0,0.0014092191703481969,0.002232655110384237,-5.421606924019608,-4.615912044749541
0.9326659407596632,0.9957688897866448,0.3199966080370571,14.788826389486012,4.0,0.05424070143125213,0.023847587848185952,-7834.594975490196,-7029.960171568628
0.9630212181220353,0.9949829325153411,0.25571221144302403,17.380208523930463,3.0,0.015511690159919843,0.06694608527411859,-313.51162300857845,-257.7776309742647
0.9240774002905346,0.9918338489667704,0.9845541271352236,6.231138346977607,3.0,0.04929571379231714,0.022503501549712864,-16.039476581648284,-16.7976469152114
0.9739611898559298,0.9923169666077625,0.6948271848295328,11.945527559306218,4.0,0.022847592070372295,0.026030814283136958,-22.735392252604168,-17.923807779947918
0.9973450536117122,0.9959027611338549,0.9965598545862555,8.774192276787238,4.0,0.04474146576074725,0.06377376875800093,-0.6984098097857308,-0.5033114190195122
0.9973450536189326,0.9959027611389849,0.9965598545815028,8.774192276782475,5.0,0.044741465761304104,0.06377376875447147,-2.1228685566023286,-2.143633674172794
0.9983529304585694,0.9976619203157349,0.8537886417176357,7.107195002952855,5.0,0.07547119891638837,0.08948616431280426,-781.0165441176471,-706.4332107843137
0.921213871730168,0.9956298572024526,0.6373533260888324,13.831189908160823,3.0,0.047668253829138515,0.09693752759978204,-258.9273131127451,-240.24067478553923
0.9662682898794144,0.9999972897198725,0.8083125012069241,9.769138317003918,3.0,0.06990534248528167,0.058362424027258414,-8585.838235294117,-8314.107843137255
0.9801012721787437,0.9997079455253228,0.768208299966896,9.791149831083173,5.0,0.05688909073713996,0.09815018252686633,-276.96501608455884,-267.83316099877453
0.959256901111444,0.9920079189079903,0.5658889212892408,13.513590235466598,5.0,0.09983035863603656,0.059214094617543254,-10169.879901960785,-8933.202818627451
0.9998428935606375,0.9918361729245878,0.2521436218817968,18.0263337404113,3.0,0.016465540097251454,0.012432547987491823,-218.44397212009804,-195.21222043504903
0.9159673937713838,0.9944105219138931,0.45684277404665663,8.184369875233953,3.0,0.09987645056596278,0.034757585909433064,-2009.2593443627452,-1889.8135723039215
0.9198363068940889,0.9946029566765208,0.24243476057941085,10.70944483539116,5.0,0.017707544351322123,0.0273789963217659,-22.542961569393384,-22.31222474341299
0.9211486258252968,0.9968292969233788,0.40380955266086715,17.89198218872764,5.0,0.014766880325487217,0.06555311723897737,-1.155408971449908,-1.2732237273571538
0.9663583187686225,0.9945761817289792,0.22549951222354034,7.696551778099742,5.0,0.03935562712465046,0.075282999208837,-22.448132084865197,-22.798019109987745
0.9902394792670101,0.9919737934627826,0.7691237760854284,14.026508521723569,5.0,0.06399064774106224,0.015795691213639863,-28.429914885876226,-29.428646312040442
0.9135071770978536,0.9910389243101262,0.19402218617959588,19.95654130953928,3.0,0.003173356634032274,0.01322951123240534,-19.085438447840072,-14.822487027037377
0.9389842489333642,0.9910687356737298,0.12130642129264035,18.489400687009937,3.0,0.010084042961980342,0.014044787099293021,-234.19445082720588,-205.1968443627451
0.9442663373329426,0.9984456026533105,0.4768432943416777,12.023554341832925,5.0,0.01101036715789673,0.050011373119949444,-0.03165111588496788,-0.028662637168285893
0.9440946290485219,0.998829771474618,0.4809296835980341,11.829360729140602,5.0,0.013136880824257194,0.04937439786352474,-0.41680223801556754,-0.5679506414076861
0.9442663373343516,0.9984456025979326,0.47684329428940264,12.023554341833558,6.0,0.011010367143476738,0.0500113731188958,-0.5758358824486826,-0.6232695860021255
0.9563339364786875,0.9988004080355696,0.633109675070043,10.70025269747023,6.0,0.031463717551797984,0.036671285573801525,-53.82742130055147,-50.08607632506128
0.9255275726360292,0.9971762241719675,0.4740626677026979,15.092639388136497,6.0,0.011627321571120924,0.052834606404742135,-0.34946422950894224,-0.35879333346497777
0.9202857305882582,0.997180556448215,0.3581305257667692,15.54965819397838,6.0,0.023002282920191203,0.054795442174733734,-7.4804101083792895,-7.052789426317402
0.9307047469898931,0.9967517695251334,0.5397571529545391,17.93360423897571,6.0,0.009003132618348614,0.07446466249945902,-0.4105248544730392,-0.38499918171003755
0.9126754753192944,0.9975968024316868,0.20842369294697993,16.530806493816772,6.0,0.03600172140498446,0.03698953501534774,-15.758281632965685,-13.410360897288603
0.9397673465678922,0.9993021855322848,0.6648984523951965,12.921204776415463,6.0,0.029103182008903716,0.04096187623794044,-42.64456475949755,-41.73420745251226
