aiteration,b1,b2,droupout_prob,eps,lr,weight_decay,loss,test
0,0.9950004982562743,0.9995858889591897,0.5882265111093773,7.9787261998819385,0.0998531586048782,0.012778736079380217,-1188.8642769607843,-1060.7356770833333
0,0.9987231177194882,0.9999685940123579,0.6160893462323648,6.321138780208305,0.09959171432486277,0.0002869984554735236,-1319.634957107843,-1246.7925857843138
0,0.9267339256823173,0.9930943638375114,0.006442295327396597,18.18544116678058,0.09678601880287659,0.0731800447423743,-90.69964958639706,-82.82779947916667
0,0.9045134221932863,0.9906418782130229,0.00425165593327316,19.629803838231542,0.0008685208469730102,0.09737716198054579,-1.8059500899969363,-1.444488525390625
0,0.9051417173745917,0.9903177328641555,0.050879108597143376,19.514751534885814,0.0020342147126126654,0.09373338320863589,-6.284024107689951,-6.090398451861213
0,0.956012761278093,0.990228925591274,0.2512064247366168,14.077829666126135,0.005795499249225487,0.04856874598234551,-88.86407590379902,-79.1158088235294
0,0.9009264160687969,0.9957244477011503,0.9993588217401114,14.69600151808769,0.04316453296399578,0.09852343580232134,-0.1301573024076574,-0.1342302116693235
0,0.956771975098989,0.9967788735124916,0.9976850332290902,11.751718686382473,0.04843660642756366,0.04290278385983202,-0.29807550766888785,-0.15000025431315103
0,0.9310154596044237,0.9961258267487885,0.9957019044245395,15.471769205962472,0.0479189716711837,0.07226154400805099,-0.5874569836784812,-0.44022507761038987
0,0.9727800240864721,0.9932804067322564,0.7959373914200547,10.543538851109641,0.0732151563318497,0.025904483746426177,-7295.701593137255,-7600.526960784314
0,0.9222558834844647,0.9980810959825057,0.358948368465833,16.56351516024192,0.027102443449632047,0.0796040897097655,-126.05095358455883,-73.83843156403186
0,0.902425896674563,0.9939033404855772,0.8126047669450496,9.442682765501857,0.0729844409838643,0.09906867313661172,-730.7364430147059,-712.1155024509804
0,0.9790179365882608,0.9917026132164188,0.7435815191439067,13.148528860591268,0.022844419824914305,0.06169063793500654,-10.924890854779411,-11.31256103515625
0,0.9408958643633202,0.998052262709778,0.34975999716329353,6.14457437070485,0.07082093144611767,0.03650680255554381,-1606.9649203431372,-1507.0972732843138
0,0.9160179397986856,0.9950754939708619,0.9001673376813379,17.046742026295114,0.031377872734820206,0.06019546159827909,-3.226741117589614,-2.79057970233992
0,0.9428967575258077,0.9920367224463911,0.18071997753586222,13.921169818882985,0.06119568328632049,0.0866817238217938,-8993.41544117647,-8467.951593137255
0,0.9664377169963938,0.9985010245287476,0.5240249110659783,8.504117453094313,0.016814145552417357,0.025251056548696485,-2.769293093213848,-1.6463515337775736
0,0.9569510758355138,0.996569878237127,0.9627577396463951,11.270149658566707,0.043524905182442696,0.04169037099642828,-5.019716150620404,-4.782572727577359
0,0.9860658399849879,0.9964444971975304,0.8857178788856073,11.35386287999016,0.03742443624424064,0.058082018011771125,-14.104852414598652,-11.965006510416666
