b1,b2,droupout_prob,itération,lr,weight_decay,aiteration,net,dataset,loss,test
0.030360154807567596,0.006171057932078838,0.5525324940681458,0,0.46381083130836487,0.4383576214313507,0,LeNet,FMNIST,0.0862,0.0856
0.06326323747634888,0.004938238300383091,0.49692460894584656,0,0.9353916049003601,0.9077987670898438,0,LeNet,FMNIST,0.0972,0.1004
0.09251664578914642,0.007930953986942768,0.7637150287628174,0,0.6380487680435181,0.5157158970832825,0,LeNet,FMNIST,0.1624,0.1508
0.00030425935983657837,0.001622338779270649,0.19443343579769135,0,0.22890202701091766,0.11072169244289398,0,LeNet,FMNIST,0.1014,0.099
0.09251664578914642,0.007930953986942768,0.7637150287628174,0,0.6380487680435181,0.5157158970832825,1,LeNet,FMNIST,0.1002,0.1002
0.01824236661195755,0.007789626717567444,0.6734573841094971,1,0.7051688432693481,0.3677540421485901,1,LeNet,FMNIST,0.0826,0.0772
0.00030425935983657837,0.001622338779270649,0.19443343579769135,0,0.22890202701091766,0.11072169244289398,1,LeNet,FMNIST,0.338,0.3268
9.999999747378752e-05,9.999999747378752e-06,0.18770202398734714,1,0.032656409292217733,0.8931749867381049,1,LeNet,FMNIST,0.2856,0.2886
0.00030425935983657837,0.001622338779270649,0.19443343579769135,0,0.22890202701091766,0.11072169244289398,2,LeNet,FMNIST,0.3894,0.4076
9.999999747378752e-05,9.999999747378752e-06,0.07244046203381727,2,0.2206290467252286,0.9606416911205254,2,LeNet,FMNIST,0.1594,0.167
9.999999747378752e-05,9.999999747378752e-06,0.18770202398734714,1,0.032656409292217733,0.8931749867381049,2,LeNet,FMNIST,0.0996,0.1004
9.999999747378752e-05,9.999999747378752e-06,0.20003644042463053,2,0.4584281575554473,0.30586447649982706,2,LeNet,FMNIST,0.0756,0.085
0.00030425935983657837,0.001622338779270649,0.19443343579769135,0,0.22890202701091766,0.11072169244289398,3,LeNet,FMNIST,0.1064,0.0936
9.999999747378752e-05,9.999999747378752e-06,0.7822907844564432,3,0.15145181293815665,0.1937207712505366,3,LeNet,FMNIST,0.106,0.1112
9.999999747378752e-05,9.999999747378752e-06,0.9881375746979338,2,0.08687336640393348,0.31252925044248175,2,LeNet,FMNIST,0.1036,0.091
9.999999747378752e-05,9.999999747378752e-06,0.1784996904800133,2,0.5827521106234563,0.5294766364418207,2,LeNet,FMNIST,0.1006,0.1028
9.999999747378752e-05,9.999999747378752e-06,0.0008808740221277235,3,0.15650043665339497,0.11164134657002397,3,LeNet,FMNIST,0.103,0.105
9.999999747378752e-05,9.999999747378752e-06,0.3577122586606406,3,0.20904943346977234,0.5857531177197867,3,LeNet,FMNIST,0.0984,0.1016
9.999999747378752e-05,9.999999747378752e-06,0.17080833177257376,2,0.07162591941856025,0.22911187495658897,2,LeNet,FMNIST,0.0404,0.0426
9.999999747378752e-05,9.999999747378752e-06,0.227357686612415,2,0.18707775467374987,0.3144307593467972,2,LeNet,FMNIST,0.1728,0.1628
9.999999747378752e-05,9.999999747378752e-06,0.4795466344151167,3,0.2950565837001301,0.9955742061580969,3,LeNet,FMNIST,0.03,0.0298
9.999999747378752e-05,9.999999747378752e-06,0.9595876703761417,3,0.2955446248252961,0.013576932934209009,3,LeNet,FMNIST,0.1004,0.0996
9.999999747378752e-05,9.999999747378752e-06,0.005429562208893147,2,0.02614668190136127,0.5557196070405135,2,LeNet,FMNIST,0.2362,0.2208
9.999999747378752e-05,9.999999747378752e-06,0.22856432390016573,2,0.2434466542910505,0.48108137700995635,2,LeNet,FMNIST,0.18,0.1716
9.999999747378752e-05,9.999999747378752e-06,0.40569598913442456,2,0.47561089420310465,0.759489322635258,3,LeNet,FMNIST,0.1064,0.121
9.999999747378752e-05,9.999999747378752e-06,0.4789727927922934,2,0.4575598058857784,0.995133277397303,3,LeNet,FMNIST,0.0754,0.0732
9.999999747378752e-05,9.999999747378752e-06,0.513731485670673,2,0.00283379835883071,0.4575777060031388,2,LeNet,FMNIST,0.1904,0.175
9.999999747378752e-05,9.999999747378752e-06,0.8960256684791995,2,0.025033205756247113,0.2530449709132643,2,LeNet,FMNIST,0.1024,0.103
9.999999747378752e-05,9.999999747378752e-06,0.19443343579769135,3,0.8962929094350752,0.8912060860089973,3,LeNet,FMNIST,0.1064,0.0936
9.999999747378752e-05,9.999999747378752e-06,0.6902844309130655,3,0.6006978878924508,0.9178596535447803,3,LeNet,FMNIST,0.0956,0.0948
9.999999747378752e-05,9.999999747378752e-06,0.025611992519747127,2,0.058564595016440166,0.07301244948430785,2,LeNet,FMNIST,0.5566,0.5478
9.999999747378752e-05,9.999999747378752e-06,0.023923477212494406,2,0.0612034615518387,0.25331712942007983,2,LeNet,FMNIST,0.1012,0.0988
9.999999747378752e-05,9.999999747378752e-06,0.025611992519747127,2,0.058564595016440166,0.07301244948430785,3,LeNet,FMNIST,0.6504,0.658
9.999999747378752e-05,9.999999747378752e-06,0.28190063888609973,2,0.6333882896832985,0.06799424181867515,3,LeNet,FMNIST,0.099,0.0958
9.999999747378752e-05,9.999999747378752e-06,0.1603290481196771,3,0.13860518089761475,0.4096348112235071,3,LeNet,FMNIST,0.1002,0.0998
9.999999747378752e-05,9.999999747378752e-06,0.17925025419363594,3,0.22941444992374066,0.7914203970063958,3,LeNet,FMNIST,0.1004,0.0996
9.999999747378752e-05,9.999999747378752e-06,0.025611992519747127,2,0.058564595016440166,0.07301244948430785,4,LeNet,FMNIST,0.5182,0.5274
9.999999747378752e-05,9.999999747378752e-06,0.06258871203743324,4,0.9026984496674567,0.15737302956720273,4,LeNet,FMNIST,0.1004,0.0996
9.999999747378752e-05,9.999999747378752e-06,0.04875047179052683,2,0.05870168452093285,0.07300313720299252,3,LeNet,FMNIST,0.636,0.6496
