b1,b2,droupout_prob,itération,lr,weight_decay,aiteration,loss,test
0.06716246157884598,0.0010607922449707985,0.8280266523361206,0,0.989927351474762,0.026938248425722122,0,0.0994,0.1006
0.003424905240535736,0.005474556237459183,0.08837015181779861,0,0.08379963785409927,0.5233896374702454,0,0.1008,0.0992
0.0451698824763298,0.004869003780186176,0.5918263792991638,0,0.28890785574913025,0.7909151315689087,0,0.103,0.097
0.08132008463144302,0.009157161228358746,0.3238382339477539,0,0.6325407028198242,0.28663408756256104,0,0.101,0.099
0.0451698824763298,0.004869003780186176,0.5918263792991638,0,0.28890785574913025,0.7909151315689087,1,0.0998,0.1002
0.09900258481502533,0.002014664001762867,0.2664921283721924,1,0.8241931796073914,0.13155636191368103,1,0.0984,0.1016
0.04865000396966934,0.00614136504009366,0.9234495759010315,1,0.4900185465812683,0.9607364535331726,1,0.108,0.092
9.999999747378752e-05,9.999999747378752e-06,0.14683664383216075,1,0.776689801806678,0.9943786822406637,1,0.108,0.092
0.04865000396966934,0.00614136504009366,0.9234495759010315,1,0.4900185465812683,0.9607364535331726,2,0.108,0.092
9.999999747378752e-05,9.999999747378752e-06,0.6602783339597282,2,0.8174314101001021,0.9979945280311341,2,0.0992,0.1008
0.08271996676921844,0.0017480524256825447,0.4276328384876251,2,0.07687705755233765,0.7648369073867798,2,0.096,0.104
9.999999747378752e-05,9.999999747378752e-06,0.12100572244511965,2,0.3819774738430325,0.038657855160689605,2,0.0992,0.1008
0.04865000396966934,0.00614136504009366,0.9234495759010315,1,0.4900185465812683,0.9607364535331726,3,0.096,0.104
9.999999747378752e-05,9.999999747378752e-06,0.5744793578834883,3,0.9218560715054627,0.4873944689373128,3,0.0958,0.1042
9.999999747378752e-05,9.999999747378752e-06,0.16578083886582973,2,0.5105874928600522,0.98109548648098,3,0.0958,0.1042
9.999999747378752e-05,9.999999747378752e-06,0.08128822473460023,3,0.15887637567906635,0.025388147738592493,3,0.3718,0.3658
9.999999747378752e-05,9.999999747378752e-06,0.08128822473460023,3,0.15887637567906635,0.025388147738592493,4,0.3522,0.3434
9.999999747378752e-05,9.999999747378752e-06,0.04936239592356555,4,0.6194757205694067,0.5471990061611981,4,0.11,0.1104
9.999999747378752e-05,9.999999747378752e-06,0.9444924531642348,4,0.8961959013091108,0.10821231815735707,4,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.7761850815527059,4,0.9863080589075615,1.775104392738667e-05,4,0.0998,0.1002
9.999999747378752e-05,9.999999747378752e-06,0.6382561868989693,4,0.004665420377395271,0.5791349652556254,4,0.3298,0.3302
9.999999747378752e-05,9.999999747378752e-06,0.9025601527016308,4,0.09929171592945246,0.41608769894087716,4,0.0996,0.1004
9.999999747378752e-05,9.999999747378752e-06,0.510316394632876,4,0.32743382749969024,0.11839883937643741,4,0.1448,0.1494
9.999999747378752e-05,9.999999747378752e-06,0.41897262456996537,4,0.38601477664048506,0.7210026373356254,4,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.06537940841597725,4,0.1515584974129283,0.5599547668436827,4,0.1806,0.1878
9.999999747378752e-05,9.999999747378752e-06,0.2254023021808556,4,0.16133909797123797,0.1702370864385903,4,0.0996,0.1004
9.999999747378752e-05,9.999999747378752e-06,0.86923395851674,4,0.010510795673974655,0.28816091969178054,4,0.2746,0.2786
9.999999747378752e-05,9.999999747378752e-06,0.05156208228809064,4,0.1750909036446897,0.41871803998947144,4,0.0956,0.1042
9.999999747378752e-05,9.999999747378752e-06,0.8912132420694286,4,0.27048753003439996,0.5691140488443868,4,0.103,0.097
9.999999747378752e-05,9.999999747378752e-06,0.9992982569023218,4,0.009845418924586857,0.3863511085510254,4,0.1084,0.0922
9.999999747378752e-05,9.999999747378752e-06,0.7335214668385789,4,0.0009583262452312726,0.07126514964902764,4,0.552,0.5418
9.999999747378752e-05,9.999999747378752e-06,0.6095660853862657,4,0.016087946253867245,0.039974767724507435,4,0.633,0.614
9.999999747378752e-05,9.999999747378752e-06,0.6095660853862657,4,0.016087946253867245,0.039974767724507435,5,0.7058,0.701
9.999999747378752e-05,9.999999747378752e-06,0.6647042592987217,4,0.03872054329171507,0.0015812917725984907,5,0.7022,0.6886
9.999999747378752e-05,9.999999747378752e-06,0.09597121455047217,4,0.06663747616161189,0.0024637884077854805,5,0.5812,0.5668
9.999999747378752e-05,9.999999747378752e-06,0.008861075037333799,5,0.08699181870258275,0.6181973139658464,5,0.0984,0.1016
9.999999747378752e-05,9.999999747378752e-06,0.6095660853862657,4,0.016087946253867245,0.039974767724507435,6,0.7242,0.7166
9.999999747378752e-05,9.999999747378752e-06,0.35301388204081774,6,0.028690933409180316,0.3154913786313846,6,0.3712,0.3662
9.999999747378752e-05,9.999999747378752e-06,0.06977702014376075,6,0.24288414799129396,0.30953272107888896,6,0.145,0.1484
9.999999747378752e-05,9.999999747378752e-06,0.9261826624999687,6,0.09400740890542984,0.0485451045471256,6,0.1868,0.1866
9.999999747378752e-05,9.999999747378752e-06,0.6095660853862657,4,0.016087946253867245,0.039974767724507435,7,0.7122,0.7002
9.999999747378752e-05,9.999999747378752e-06,0.6095660924911499,4,0.01608794555068016,0.039974767714738846,7,0.7288,0.7164
9.999999747378752e-05,9.999999747378752e-06,0.289888849561094,7,0.008642014032225554,0.28555160712288324,7,0.4202,0.4288
9.999999747378752e-05,9.999999747378752e-06,0.05394996555550239,7,0.12124154338628046,0.0002092129579786741,7,0.6574,0.655
9.999999747378752e-05,9.999999747378752e-06,0.6095660924911499,4,0.01608794555068016,0.039974767714738846,8,0.7206,0.7102
9.999999747378752e-05,9.999999747378752e-06,0.5247779832637571,8,0.016361105236210684,0.029836547591522253,8,0.7194,0.7098
9.999999747378752e-05,9.999999747378752e-06,0.9999057212353335,8,0.18301019524942552,0.0003590984245655705,8,0.096,0.104
9.999999747378752e-05,9.999999747378752e-06,0.5962812110957416,8,0.04234775328462616,0.021802201565375268,8,0.664,0.67
9.999999747378752e-05,9.999999747378752e-06,0.002772651558714423,8,0.028234437806410304,0.0021399465717945668,8,0.7492,0.7418
9.999999747378752e-05,9.999999747378752e-06,0.9999275457733832,8,9.000757070457585e-05,1.4031385895949705e-05,8,0.7298,0.7182
9.999999747378752e-05,9.999999747378752e-06,0.659941542949539,8,0.022088106938368005,0.0007958299483344968,8,0.752,0.7402
9.999999747378752e-05,9.999999747378752e-06,0.9999937578224167,8,0.04232670210103505,0.0002857960320400611,8,0.0822,0.0794
9.999999747378752e-05,9.999999747378752e-06,0.659941542949539,8,0.022088106938368005,0.0007958299483344968,9,0.754,0.7392
9.999999747378752e-05,9.999999747378752e-06,0.49860136285486706,9,0.012031883153905215,0.0006359891668667398,9,0.7782,0.7578
9.999999747378752e-05,9.999999747378752e-06,0.9702077146700395,9,0.00020355156540700122,8.154119200724587e-05,9,0.7516,0.7384
9.999999747378752e-05,9.999999747378752e-06,0.09659156894090651,9,0.0035707204850264586,0.0005359305705538525,9,0.7716,0.7534
9.999999747378752e-05,9.999999747378752e-06,0.49860136285486706,9,0.012031883153905215,0.0006359891668667398,10,0.7852,0.766
9.999999747378752e-05,9.999999747378752e-06,0.8367234147705207,10,0.01126771747137561,0.0001087666747904021,10,0.7714,0.7508
9.999999747378752e-05,9.999999747378752e-06,0.7476061620397556,10,5.453617925411611e-05,3.535590225620519e-05,10,0.7776,0.76
9.999999747378752e-05,9.999999747378752e-06,0.4391876908235747,10,0.03053341360131262,0.0011777003293364785,10,0.777,0.759
9.999999747378752e-05,9.999999747378752e-06,0.49860136285486706,9,0.012031883153905215,0.0006359891668667398,11,0.7782,0.7658
9.999999747378752e-05,9.999999747378752e-06,0.004624768162465211,11,0.022209305176856944,0.06638554836007374,11,0.7246,0.7166
9.999999747378752e-05,9.999999747378752e-06,0.9999998719364608,11,0.7662878499718502,0.00010899590533810868,11,0.0984,0.1016
9.999999747378752e-05,9.999999747378752e-06,0.022157301681184238,10,0.018874742344843484,0.0010618338067610047,11,0.7896,0.7748
9.999999747378752e-05,9.999999747378752e-06,0.022157301681184238,10,0.018874742344843484,0.0010618338067610047,12,0.81,0.7928
9.999999747378752e-05,9.999999747378752e-06,0.03625066403800688,12,0.019260127103292904,0.0010678254987025871,12,0.7952,0.7792
9.999999747378752e-05,9.999999747378752e-06,0.9978442105078486,12,3.414836790122122e-05,0.026879827847542274,12,0.7906,0.7746
9.999999747378752e-05,9.999999747378752e-06,0.38959739643617397,12,0.025270039897381254,0.017599320289519695,12,0.7522,0.7414
9.999999747378752e-05,9.999999747378752e-06,0.022157301681184238,10,0.018874742344843484,0.0010618338067610047,13,0.8074,0.7924
9.999999747378752e-05,9.999999747378752e-06,0.9776230057912138,12,0.006429539451515243,0.00017911798882128065,13,0.762,0.7388
9.999999747378752e-05,9.999999747378752e-06,0.022162872206976554,12,0.012285879315640846,0.0001158693520543208,13,0.8072,0.7916
9.999999747378752e-05,9.999999747378752e-06,0.9959721572180669,12,0.0001454441830102042,0.00014635265604844705,13,0.807,0.7928
9.999999747378752e-05,9.999999747378752e-06,0.19202568009741397,12,0.016116759332804598,0.00021543650097881188,13,0.8074,0.7852
9.999999747378752e-05,9.999999747378752e-06,0.01090101049228821,13,2.3664333251246865e-05,1.1180361327865196e-06,13,0.8112,0.7946
9.999999747378752e-05,9.999999747378752e-06,0.22174894367002757,13,0.011113045855726766,3.6765228079287e-06,13,0.8222,0.8068
9.999999747378752e-05,9.999999747378752e-06,0.23571400195925651,13,0.016891139787705203,8.712157142513722e-05,13,0.8144,0.7982
9.999999747378752e-05,9.999999747378752e-06,0.22174894367002757,13,0.011113045855726766,3.6765228079287e-06,14,0.8334,0.8114
9.999999747378752e-05,9.999999747378752e-06,0.05863087787744185,14,0.03231106342841171,0.00044771943599434454,14,0.8136,0.803
9.999999747378752e-05,9.999999747378752e-06,0.0017164889559073693,14,0.008417145882373002,9.871489272854607e-07,14,0.8312,0.8188
9.999999747378752e-05,9.999999747378752e-06,0.08181228216108859,14,0.005109633364912743,1.8078708905185732e-06,14,0.8328,0.8166
