b1,b2,droupout_prob,itération,lr,weight_decay,aiteration,loss,test
0.04627290368080139,0.009970981627702713,0.41164785623550415,0,0.3534863293170929,0.10902702808380127,0,0.0996,0.1004
0.055655840784311295,0.0007228320464491844,0.7366648316383362,0,0.776425838470459,0.882516622543335,0,0.1044,0.0958
0.09584857523441315,0.005535641685128212,0.09462232887744904,0,0.7003018260002136,0.5557591915130615,0,0.0986,0.1014
0.005299888551235199,0.00378017732873559,0.8039395213127136,0,0.18739932775497437,0.4541560411453247,0,0.1012,0.0988
0.055655840784311295,0.0007228320464491844,0.7366648316383362,0,0.776425838470459,0.882516622543335,1,0.0976,0.1024
0.09836015850305557,0.00594135420396924,0.006980644538998604,1,0.9602179527282715,0.7013247013092041,1,0.0976,0.1024
0.042878247797489166,0.002397727221250534,0.9773679971694946,1,0.031350214034318924,0.18011902272701263,1,0.1052,0.0948
9.999999747378752e-05,9.999999747378752e-06,0.983625884062607,1,0.3282283452753769,0.05434643704307168,1,0.0976,0.1024
0.042878247797489166,0.002397727221250534,0.9773679971694946,1,0.031350214034318924,0.18011902272701263,2,0.1052,0.0948
0.029488667845726013,0.0013898974284529686,0.9008025527000427,2,0.7616889476776123,0.9564517736434937,2,0.1018,0.0982
0.02137283980846405,0.008761454373598099,0.8942794799804688,2,0.20445211231708527,0.6531133055686951,2,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.552557801568657,2,0.9320764604398344,0.5743890153495054,2,0.0992,0.1008
0.042878247797489166,0.002397727221250534,0.9773679971694946,1,0.031350214034318924,0.18011902272701263,3,0.1044,0.0956
9.999999747378752e-05,9.999999747378752e-06,0.9857313841174796,3,0.03829023136408313,0.1910613700863761,3,0.1052,0.0948
9.999999747378752e-05,9.999999747378752e-06,0.9359411411917473,3,0.03372836446193967,0.24913247356739543,3,0.1052,0.0948
9.999999747378752e-05,9.999999747378752e-06,0.8436892089711471,3,0.005584599260546771,0.7479398884400049,3,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.9857313841174796,3,0.03829023136408313,0.1910613700863761,4,0.0992,0.1008
9.999999747378752e-05,9.999999747378752e-06,0.8333122627153898,4,0.0281232979486126,0.3926984559214349,4,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.6608067107266227,4,0.19689920773705605,0.999050234087908,4,0.1044,0.0956
9.999999747378752e-05,9.999999747378752e-06,0.9582072410878316,4,0.08684389553126692,0.9878853322833436,4,0.0938,0.1062
9.999999747378752e-05,9.999999747378752e-06,0.22015749396706677,4,0.03097875211043037,0.0004455009144462424,4,0.0988,0.1012
9.999999747378752e-05,9.999999747378752e-06,0.7486708764099109,4,0.553103749934961,0.9809789290187364,4,0.0992,0.1008
9.999999747378752e-05,9.999999747378752e-06,0.0839032454350288,4,0.02846369825769815,0.2120323960835162,4,0.0988,0.1012
9.999999747378752e-05,9.999999747378752e-06,0.2404959776084957,4,0.19756518818393762,0.050862004818451045,4,0.0988,0.1012
9.999999747378752e-05,9.999999747378752e-06,0.942342957137246,4,0.03128935678470806,0.2326784221323589,4,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.6732393853937417,4,0.20050790487004225,0.986285935156263,4,0.0938,0.1062
9.999999747378752e-05,9.999999747378752e-06,0.8831631491954617,4,0.4656703472137451,0.17248007225522238,4,0.1018,0.0982
9.999999747378752e-05,9.999999747378752e-06,0.36608661222859007,4,0.35603306095816856,0.25313708527936135,4,0.0994,0.1006
