b1,b2,droupout_prob,itération,lr,weight_decay,aiteration,loss,test
0.08455396443605423,0.0008961670100688934,0.3246278762817383,0,0.633620023727417,0.8785284757614136,0,0.1358,0.142
0.037095971405506134,0.00641606654971838,0.5026266574859619,0,0.27724555134773254,0.48503583669662476,0,0.0996,0.1004
0.023296013474464417,0.0033980878069996834,0.13320118188858032,0,0.14971286058425903,0.1996506154537201,0,0.0988,0.1012
0.07418069988489151,0.008919510059058666,0.944085419178009,0,0.7602370977401733,0.6867713928222656,0,0.0992,0.1008
0.08455396443605423,0.0008961670100688934,0.3246278762817383,0,0.633620023727417,0.8785284757614136,1,0.0976,0.1024
0.087529256939888,0.0004945602267980576,0.664519190788269,1,0.8589616417884827,0.013755121268332005,1,0.1014,0.0986
0.046009913086891174,0.009222236461937428,0.10174518078565598,1,0.21990583837032318,0.7079654335975647,1,0.099,0.101
9.999999747378752e-05,9.999999747378752e-06,0.5763942073877961,1,0.13586800815272476,0.5447640789118429,1,0.099,0.101
9.999999747378752e-05,9.999999747378752e-06,0.6459131012697081,1,0.4395128061494359,0.6744710035890464,1,0.0996,0.1004
9.999999747378752e-05,9.999999747378752e-06,0.06187293786364914,1,0.33868828000573714,0.9956262782417726,1,0.1174,0.1198
9.999999747378752e-05,9.999999747378752e-06,0.9652734030874203,1,0.7481568618783293,0.9981065600839854,1,0.0966,0.1034
9.999999747378752e-05,9.999999747378752e-06,0.05119079211867722,1,0.929932300109919,0.9964972497278678,1,0.1064,0.0936
9.999999747378752e-05,9.999999747378752e-06,0.05688247027695365,1,0.7852319829083207,0.9969519122766825,1,0.0996,0.1004
9.999999747378752e-05,9.999999747378752e-06,0.4632884548174693,1,0.6016060407788536,0.42319146970912375,1,0.1014,0.0986
9.999999747378752e-05,9.999999747378752e-06,0.27743361921257914,1,0.3389724540105868,0.9660513119210486,1,0.1596,0.165
9.999999747378752e-05,9.999999747378752e-06,0.5557851324025518,1,0.3503609745647539,0.8572331666946411,1,0.1014,0.0986
9.999999747378752e-05,9.999999747378752e-06,0.27743361921257914,1,0.3389724540105868,0.9660513119210486,2,0.1064,0.0936
9.999999747378752e-05,9.999999747378752e-06,0.1300975571601785,2,0.33897244930267334,0.5858359629706041,2,0.1038,0.1126
9.999999747378752e-05,9.999999747378752e-06,0.7010892918294672,2,0.3289935551317076,0.9606648445114788,2,0.0996,0.1006
9.999999747378752e-05,9.999999747378752e-06,0.365038479620463,2,0.3963625134001553,0.599806637436809,2,0.0992,0.1024
9.999999747378752e-05,9.999999747378752e-06,0.1570811142857561,2,0.8094794981070487,0.8129520154328169,2,0.1116,0.1082
9.999999747378752e-05,9.999999747378752e-06,0.7699095584513604,2,0.8093681335464544,0.34635394787936147,2,0.0996,0.1004
9.999999747378752e-05,9.999999747378752e-06,0.04020089671146518,2,0.8389694298652315,0.7849201211067023,2,0.1574,0.1722
