b1,b2,droupout_prob,itération,lr,weight_decay,aiteration,loss,test
0.053551096469163895,0.008511032909154892,0.5860301852226257,0,0.8163117170333862,0.8143811821937561,0,0.1004,0.0996
0.03390154242515564,0.004895463120192289,0.2920815348625183,0,0.43143782019615173,0.4389670491218567,0,0.0982,0.1018
0.013664297759532928,0.006918271072208881,0.9283274412155151,0,0.19634172320365906,0.24969401955604553,0,0.1002,0.0998
0.09869053959846497,0.0008657826110720634,0.19294866919517517,0,0.5499478578567505,0.6247653365135193,0,0.0958,0.1042
0.053551096469163895,0.008511032909154892,0.5860301852226257,0,0.8163117170333862,0.8143811821937561,1,0.1296,0.1126
0.013174057006835938,0.008487590588629246,0.25911960005760193,1,0.9151986241340637,0.8188653588294983,1,0.1766,0.1796
0.05081901699304581,0.0001108311116695404,0.8720511198043823,1,0.04125748947262764,0.26466792821884155,1,0.0984,0.1016
9.999999747378752e-05,9.999999747378752e-06,0.27882141367232793,1,0.9968567922022964,0.390151771035959,1,0.0996,0.1
0.013174057006835938,0.008487590588629246,0.25911960005760193,1,0.9151986241340637,0.8188653588294983,2,0.0942,0.1058
9.999999747378752e-05,9.999999747378752e-06,0.49076795715239985,2,0.5012166047366856,0.47656675051888486,2,0.1016,0.0984
9.999999747378752e-05,9.999999747378752e-06,0.678519769802322,2,0.872622549533844,0.28360455554390784,2,0.1014,0.0986
9.999999747378752e-05,9.999999747378752e-06,0.8696192545976851,2,0.8416796078197859,0.43477546170231834,2,0.0942,0.1058
9.999999747378752e-05,9.999999747378752e-06,0.5721668470991793,2,0.4427093993328666,0.8102750300566491,2,0.1004,0.0996
9.999999747378752e-05,9.999999747378752e-06,0.06778316593065198,2,0.8689906845187669,0.6371173312004182,2,0.0942,0.1058
9.999999747378752e-05,9.999999747378752e-06,0.6856604961150649,2,0.2506899112137263,0.20684812687617024,2,0.099,0.101
9.999999747378752e-05,9.999999747378752e-06,0.5566394329071045,2,0.35432348106770223,0.6636455059051514,2,0.099,0.101
9.999999747378752e-05,9.999999747378752e-06,0.18266811639879257,2,0.27007462803402804,0.5778985314319206,2,0.1014,0.0986
9.999999747378752e-05,9.999999747378752e-06,0.8272416073947374,2,0.15174825987775287,0.17603514316422503,2,0.0986,0.1014
9.999999747378752e-05,9.999999747378752e-06,0.9164120585358363,2,0.9522963834435929,0.023572321114122247,2,0.0986,0.1014
9.999999747378752e-05,9.999999747378752e-06,0.32025084571000545,2,0.9977601440081634,0.9219539876961969,2,0.0986,0.1014
9.999999747378752e-05,9.999999747378752e-06,0.12003698050520795,2,0.034495073357643666,0.03802067808007745,2,0.5384,0.5526
