0.000000000000000000e+00 9.996395909926471290e+01 3.604090073529277877e-02 9.996396101409314383e+01 3.603898590686185899e-02
1.024999999999999911e+00 6.207574074969571853e+01 2.328010122848558794e+01 6.207574098624435521e+01 2.328010109728998955e+01
2.049999999999999822e+00 4.691893664621839122e+01 2.246323553869369150e+01 4.691893760082768239e+01 2.246323539311745421e+01
3.075000000000000178e+00 7.042661572437660666e+00 6.523422307241269813e+00 7.042662538266649008e+00 6.523423261906575732e+00
4.099999999999999645e+00 7.060911318835090267e-01 3.061370676689662007e-01 7.060911477780809076e-01 3.061370636370628340e-01
5.125000000000000000e+00 7.060911318835090267e-01 3.061370676689662007e-01 7.060911477780809076e-01 3.061370636370628340e-01
6.150000000000000355e+00 7.060911318835090267e-01 3.061370676689662007e-01 7.060911477780809076e-01 3.061370636370628340e-01
7.174999999999999822e+00 7.060911318835090267e-01 3.061370676689662007e-01 7.060911477780809076e-01 3.061370636370628340e-01
8.199999999999999289e+00 7.060911318835090267e-01 3.061370676689662007e-01 7.060911477780809076e-01 3.061370636370628340e-01
9.224999999999999645e+00 6.873580362282547540e-01 2.945662295081799553e-01 6.873580820420208681e-01 2.945662434623373960e-01
1.025000000000000000e+01 6.873580362282547540e-01 2.945662295081799553e-01 6.873580820420208681e-01 2.945662434623373960e-01
1.127500000000000036e+01 6.873580362282547540e-01 2.945662295081799553e-01 6.873580820420208681e-01 2.945662434623373960e-01
1.230000000000000071e+01 4.140494299869911243e-01 2.520257076042300426e-01 4.140494795406565731e-01 2.520257350326047252e-01
1.332499999999999929e+01 4.140494299869911243e-01 2.520257076042300426e-01 4.140494795406565731e-01 2.520257350326047252e-01
1.434999999999999964e+01 4.140494299869911243e-01 2.520257076042300426e-01 4.140494795406565731e-01 2.520257350326047252e-01
1.537500000000000000e+01 4.140494299869911243e-01 2.520257076042300426e-01 4.140494795406565731e-01 2.520257350326047252e-01
1.639999999999999858e+01 4.112429338343003837e-01 2.529981233112053030e-01 4.112429824529909572e-01 2.529981511001015426e-01
1.742500000000000071e+01 4.112429338343003837e-01 2.529981233112053030e-01 4.112429824529909572e-01 2.529981511001015426e-01
1.844999999999999929e+01 4.110615674187155233e-01 2.530393814301391542e-01 4.110616122975068731e-01 2.530394100719071115e-01
1.947500000000000142e+01 4.051085864796358793e-01 2.551905418404620818e-01 4.051086332283768132e-01 2.551905698350976914e-01
2.050000000000000000e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.152499999999999858e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.255000000000000071e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.357499999999999929e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.460000000000000142e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.562500000000000000e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.664999999999999858e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.767500000000000071e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.869999999999999929e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
2.972500000000000142e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
3.075000000000000000e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
3.177499999999999858e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
3.279999999999999716e+01 3.936432576646992088e-01 2.579563158249929544e-01 3.936432988035912794e-01 2.579563455096071101e-01
3.382500000000000284e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
3.485000000000000142e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
3.587500000000000000e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
3.689999999999999858e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
3.792499999999999716e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
3.895000000000000284e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
3.997500000000000142e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
4.100000000000000000e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
4.202499999999999858e+01 3.459575222987755216e-01 2.625748549785612007e-01 3.459575503480200598e-01 2.625748850580727489e-01
4.304999999999999716e+01 3.448078291088927383e-01 2.629131238676714610e-01 3.448078562231625122e-01 2.629131542109962583e-01
4.407500000000000284e+01 3.448078291088927383e-01 2.629131238676714610e-01 3.448078562231625122e-01 2.629131542109962583e-01
4.510000000000000142e+01 3.444761841904883104e-01 2.630138844278421262e-01 3.444762108372707021e-01 2.630139149089158468e-01
4.612500000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
4.714999999999999858e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
4.817499999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
4.920000000000000284e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.022500000000000142e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.125000000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.227499999999999858e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.329999999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.432500000000000284e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.535000000000000142e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.637500000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.739999999999999858e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.842499999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
5.945000000000000284e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.047500000000000142e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.150000000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.252499999999999858e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.354999999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.457500000000000284e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.559999999999999432e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.662500000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.765000000000000568e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.867499999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
6.970000000000000284e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.072499999999999432e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.175000000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.277500000000000568e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.379999999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.482500000000000284e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.584999999999999432e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.687500000000000000e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.790000000000000568e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.892499999999999716e+01 7.263892117668600823e-02 2.643651433157416866e-02 7.263891837176154886e-02 2.643651262594043025e-02
7.995000000000000284e+01 7.178964708365645486e-02 2.676822248706031346e-02 7.178964287626976581e-02 2.676822132840017687e-02
8.097499999999999432e+01 7.178964708365645486e-02 2.676822248706031346e-02 7.178964287626976581e-02 2.676822132840017687e-02
8.200000000000000000e+01 7.178964708365645486e-02 2.676822248706031346e-02 7.178964287626976581e-02 2.676822132840017687e-02
