b1,b2,droupout_prob,eps,itération,lr,weight_decay,loss,test
0.904957437915358,0.9994853597668931,0.34576844464644796,8.133363995833339,0.0,0.02037486451136962,0.002528330954628666,-47.12109375,-47.12109375
0.9055473953537577,0.999960487135466,0.3088350733983434,6.77012754202853,-0.0,0.009484712737714507,0.002872570748241292,-148.18999885110293,-148.18999885110293
0.9176989008501739,0.9942004027137138,0.9584657567175494,17.293333991051675,-0.0,0.0869177884402016,0.011041248297878089,-20.785692401960784,-20.785694795496322
0.9866227332210198,0.9900643938891859,0.9840847176771842,18.869193796548615,0.0,0.09919542323743938,0.09332378501227802,-157.1990847120098,-157.1990655637255
0.95039238026678,0.993552100632965,0.9354353759125777,19.912396927977102,-0.0,0.09217732541698798,0.04730999374466105,-0.5051753100226907,-0.5051752352247051
0.963449512490718,0.9939112396774911,0.6986296065066677,13.52503150234785,0.0,0.06364973833794525,0.05598424372684983,-4801.511335784314,-4801.510723039216
0.9434609015988498,0.9900157662434057,0.03379727435976343,14.556780587754904,0.0,0.04763476532355606,0.05394464669297912,-2961.0058210784314,-2961.0055147058824
0.9978820171892672,0.9970715770489151,0.6984228909001897,10.318301687224688,0.0,0.07628948247742363,0.09258939681752865,-493.0133272058824,-493.013365502451
0.9397368345971905,0.9921411060847461,0.787583963473012,19.554194600039242,0.0,0.03567423802990938,0.033925372354735514,-169.0782590379902,-169.0782590379902
0.9654059709475787,0.9969691666086191,0.0106963266562638,16.07454928962265,0.0,0.09221325729119927,0.03245551308354952,-9.505994011374082,-9.50599520814185
0.9302943870067777,0.9919660778202393,0.4759507628520598,10.940618286103755,-0.0,0.06647473455177828,0.07463674799179887,-582.7290900735294,-582.729128370098
0.9748103467711404,0.9965820253000273,0.927721477942365,19.39869151478473,0.0,0.03373700351223212,0.02232824903362507,-12.810284782858457,-12.810284782858457
0.9984918647201851,0.9921582889990133,0.15370124256479673,16.37215281843075,0.0,0.055684129722907906,0.07347923872757557,-9454.264705882353,-9454.265318627451
0.9554944740628117,0.9984593186403949,0.5496775868681032,11.87064272990022,0.0,0.08106252862597585,0.0714551854504121,-216.90921798406862,-216.90923713235293
0.923444619592733,0.995523852181522,0.8386888393309584,18.16002044124886,-0.0,0.007341659563304737,0.043435105803578414,-2.1318558337641695,-2.131855534572227
0.9813822953846947,0.9930303887168176,0.5972620028799227,14.81766341260466,0.0,0.09990033105894408,0.020415685292305183,-17206.575980392157,-17206.57230392157
0.9138659277099548,0.9908091550224591,0.4175238122809549,8.541354030786392,0.0,0.04113506128111772,0.08379678086472084,-1198.5258884803923,-1198.5260416666667
0.9290763702675088,0.9955125171643203,0.839015842154357,17.801503713579518,0.0,0.0023259660523490457,0.042631799219131156,-7.067009420955882,-7.067010617723652
0.9288664779153594,0.9954683477417217,0.8450093307451371,19.779566428045168,-0.0,0.016448677373838823,0.0641363437916119,-29.433837890625,-29.43383549708946
0.9511550966727944,0.9942208168024969,0.6876174022695651,17.921493251799312,0.0,0.025844758250592133,0.045205971189007016,-18.46569704541973,-18.4656982421875
0.9373463528860677,0.9961413049506076,0.9973959223460986,15.839817802951655,-0.0,0.004047216793078606,0.03407274402472328,-26.306078144148284,-26.306078144148284
0.921555235737797,0.9978671329491706,0.8978631740451244,19.995908214868276,0.0,0.0724549904281148,0.060347982072729824,-2.8266960592830883,-2.8266960592830883
0.9579406218339228,0.9932718103318497,0.7760556177474137,18.274758263091314,-0.0,0.05468182219072482,0.04705888353280895,-176.22395833333334,-176.22395833333334
0.9458428706163268,0.9948814308003807,0.6216706876084697,16.934028364387636,0.0,0.09145451770634927,0.02278611445082885,-1406.2720588235295,-1406.2720588235295
0.9672306497391165,0.9932129965804373,0.8548852525921645,14.926069167725096,-0.0,0.02878332750360592,0.04254958859535453,-1.5832830690870099,-1.5832830690870099
0.9736268880206574,0.9908297021597364,0.7542967737797893,13.016161242213329,-0.0,0.028453239401100082,0.03839723801491586,-25.352105832567403,-25.352105832567403
0.9875446123470689,0.9930204019018312,0.9998967516622281,14.34287171282235,-0.0,0.04558865218746619,0.027965405191492126,-0.07033395767211914,-0.07033395299724504
0.9900737333229523,0.9911430355133846,0.20828189696579957,11.89302911041666,-0.0,0.04305102623416658,0.01190314602819214,-1562.0617340686274,-1562.0617340686274
0.903993126129433,0.992683153486456,0.9958062029045992,8.826252301096432,0.0,0.06140047416097423,0.027606791442804486,-0.08412715500476313,-0.08412715500476313
0.9025591043883132,0.9926109632925734,0.9847106152450721,6.121166546247568,-0.0,0.060856329569766554,0.027868885212612635,-12.890189376531863,-12.890189376531863
0.9053522958342617,0.9914408099375461,0.29782629762624857,7.833118669725203,0.0,0.052252036460751584,0.007193815582376112,-4942.52205882353,-4942.520833333333
0.909671845771028,0.9946607284292284,0.3569447728214954,9.323152444242112,0.0,0.0174531135769224,0.00017980075121659667,-71.24606502757354,-71.24606502757354
0.9754863196796419,0.9903438353693693,0.5002698584560081,7.091704081290416,-0.0,0.07153965705730572,0.016201534701138436,-149.8600164675245,-149.8599973192402
0.9929422005808743,0.9916141408459256,0.9991806819156372,9.848526705229858,-0.0,0.04629413283868326,0.00649364175686757,-1.180885015749464,-1.1808853897393918
0.9844002913656856,0.9928063974846274,0.9014906577602094,13.697690407619737,0.0,0.03814382687530586,0.028593061525979634,-8.032205619064031,-8.032205020680147
0.9784568871130839,0.9937307998017525,0.6263488506907927,12.151647263170265,0.0,0.06255998601728965,0.012532151834339884,-40.94239717371323,-40.94239717371323
0.9701574372243214,0.994183706505496,0.7196463567962346,11.284543361366344,0.0,0.057286157126552203,0.05286889959643275,-171.36990655637254,-171.36988740808823
0.9345496258779733,0.9924884665669834,0.0905802160116177,6.125882147554299,0.0,0.08070180165748791,0.003074359411665905,-7799.112132352941,-7799.112132352941
0.9572107603695161,0.9998029853752234,0.9489083233982845,13.9675271766206,0.0,0.06759112633871692,0.016619190544997144,-86.41289445465686,-86.41290402879902
0.9148092182978371,0.9902081505945877,0.8015474119273984,8.914090739262484,0.0,0.048704645714302025,0.09964917251446483,-48.45460420496323,-48.454599417892155
0.9937539547416866,0.99440809697672,0.8854300283665765,7.369805921136981,0.0,0.08387457430091702,0.02750138015643683,-391.63491881127453,-391.63491881127453
0.9455388546737977,0.9938086041486474,0.6583557076534322,12.821586443386702,-0.0,0.02175445381037923,0.05958726917880042,-37.16403138403799,-37.16403617110907
0.9606640657636998,0.9916870116013612,0.5578945350246992,10.290850616074575,-0.0,0.07326332253172943,0.038910616018200894,-27.591107536764707,-27.591107536764707
