b1,b2,droupout_prob,eps,itération,lr,weight_decay,loss,test
0.9745513265501408,0.9969896207835794,0.054973948156884056,15.002622743342771,0.0,0.032537492330491705,0.06703609452550142,-721.5500919117648,-721.5500919117648
0.982681977686265,0.9973720960999546,0.010874565101030104,15.911157159460808,0.0,0.02685372166459339,0.08051575657222003,-95.63309015012256,-95.63309015012256
0.9968169487429991,0.9996412390632635,0.030368416589917714,19.6008464905636,0.0,0.0025945291979064256,0.09797678231037393,-19.072655771292894,-19.072652180989582
0.9032044750278638,0.9902973994319945,0.9313972484545561,9.568037614830203,0.0,0.09913340928299366,0.00010027314380314789,-960.7385876225491,-960.7386642156863
0.9278126797575462,0.9996739913420163,0.44476146120335047,19.838944282390905,-0.0,0.08145388319795807,0.09907443949232472,-569.8521369485294,-569.8522135416666
0.9972154959164055,0.9919831505634161,0.3852710836695228,19.303766578458326,-0.0,0.004668793429453543,0.025342691373061305,-60.80047966452206,-60.80047487745098
0.9522949485600669,0.9998284639202744,0.8377328612018369,6.00458687869421,-0.0,0.0034282658762089524,0.09855032909363942,-11.500154383042279,-11.50015318627451
0.9467272477433597,0.9935593094012342,0.9823117360335926,6.335036323442446,-0.0,0.06553507550564686,0.040688749114904235,-83.84001608455883,-83.84003523284314
0.9030144420105589,0.9965462545207217,0.73495069510337,6.1410897220360035,0.0,0.03256184184393912,0.06919486925758618,-329.8861443014706,-329.8861443014706
0.9538928469811861,0.9996640585366627,0.7024831837583344,9.865598056076962,-0.0,0.05774328514610667,0.0027442193233119944,-258.52393535539215,-258.5238779105392
0.9243784804301869,0.994952841068673,0.25619029113030356,9.507641087170196,-0.0,0.014425953110956936,0.0464821325914046,-57.04266237745098,-57.04266237745098
0.9584008263555105,0.998220436178285,0.7175007343252882,12.286283985806977,-0.0,0.045151998935481566,0.08551882095770556,-323.01183363970586,-323.0117570465686
0.9264314713013274,0.995185650359455,0.8559668952187656,7.033337104702902,0.0,0.09839808914633481,0.020450465775723643,-1892.830269607843,-1892.8304227941176
0.9725330208485908,0.9909624507835028,0.5649819995984919,12.211333235928493,0.0,0.016740126863390704,0.06348153050219199,-49.850471047794116,-49.850471047794116
0.9444260494304524,0.9930334495735088,0.23409044934428225,17.065784755756916,0.0,0.07358040258956476,0.08699833901350758,-605.7769607843137,-605.7769607843137
0.9123595777336463,0.9987810520083078,0.5616185915924119,8.048102295785508,-0.0,0.05232715368891833,0.05608416885072562,-191.73902803308823,-191.73902803308823
0.9398602980617599,0.9954098430904146,0.8508372789871852,13.898515400723277,-0.0,0.042617098659420746,0.02852227415012968,-13.44869576248468,-13.44869576248468
0.9370256628420193,0.9954419852201902,0.8435616839931661,13.928017315418886,-0.0,0.042339317681832404,0.03003571094722774,-89.34248621323529,-89.34247663909314
0.9611243222883555,0.9939757222262465,0.9998928735554209,11.373872569548977,-0.0,0.08395673109322457,0.011971535768785839,-6.499101227405024,-6.499101227405024
0.9618168406605333,0.9937911884098496,0.946885449262731,11.395132766711228,-0.0,0.08530307297863064,0.013266534043764584,-823.6129748774509,-823.6130514705883
0.9701239440787983,0.9921379853116621,0.9930953292072142,7.817299551817131,-0.0,0.08371242439969186,0.010017011170190448,-0.7727469649969363,-0.7727468154009651
0.9843254610196165,0.9919829903923854,0.9894245403147907,8.229851182578834,0.0,0.09031542763714262,0.009891516777266574,-51.08871400122549,-51.08872836243872
0.9676598014609268,0.9922382402193917,0.6279555774653971,10.666015873676496,-0.0,0.07240599676404934,0.0395776798368825,-5467.506127450981,-5467.506127450981
0.9868571100340544,0.9900122555357128,0.7726466400705859,8.342244831570596,-0.0,0.0905131794815798,0.008569844710907567,-1157.4691329656862,-1157.4694393382354
0.9651757140467109,0.9941382893149412,0.9254298226283354,10.860659860684827,0.0,0.07555613286620477,0.018762881692296215,-74.19708371629902,-74.19709807751225
0.9782496161681109,0.9914211073402595,0.6336397929351374,7.4681318088558015,-0.0,0.06375529907425945,0.035449063319052176,-20.16306439568015,-20.163062002144606
0.9934842581554294,0.9931762359959677,0.33567329933746126,9.013835523835013,0.0,0.09428415425956217,0.00039700911206367283,-14.171186858532476,-14.171189252068014
0.9574422469091564,0.9925639978316105,0.1418665430787473,13.709584481424681,0.0,0.08133693954551167,0.019896236098539116,-2377.1801470588234,-2377.180300245098
0.9723425504229892,0.9961114783479066,0.7919970091312393,15.037848594809637,0.0,0.0671468266686746,0.007655318507267883,-941.8829656862745,-941.8829656862745
0.9901453464354079,0.9904810420588729,0.9033815961988125,12.334971717338433,-0.0,0.05730410423239268,0.05101886366857174,-8.23994056851256,-8.239939970128676
0.979752783888879,0.9944134374138254,0.49516507746963845,17.039132741315242,0.0,0.08568585587274546,0.016940547181792668,-10428.427696078432,-10428.427696078432
0.9703157278451032,0.9913819237537483,0.1101427417138433,10.825966103654121,-0.0,0.09989802796225253,0.03360330926010183,-58.68121457567402,-58.68120978860294
0.934332585022402,0.9946319537712023,0.997280422578149,7.159168324401768,-0.0,0.07843213672938436,0.003987114874588333,-18.997616038602942,-18.997614841835173
0.9646232429618926,0.9973592085712885,0.8964063527695347,14.919064887870666,0.0,0.03560836785748543,0.07500125898253619,-17.279608034620097,-17.279606837852327
0.9768547437777653,0.9932158718459964,0.6611956341794096,10.223169635460328,-0.0,0.07056755445245273,0.01397175383729914,-203.11368336397058,-203.1137025122549
0.9998322494903136,0.995995144375916,0.7907330652058072,11.790188779373647,-0.0,0.06121973372535057,0.023693863292556284,-826.9114583333334,-826.9114583333334
0.949293618157831,0.9925720677105532,0.3950336416814213,12.941650472795104,-0.0,0.09368731154029047,0.04393870456319637,-1307.8984375,-1307.8985906862745
0.9417524758103831,0.9908318440329238,0.991048876512521,8.994476468952712,0.0,0.04989032883338613,0.056264053775011105,-0.5062089807846967,-0.5062090181836895
0.9138216237881359,0.9906783101504514,0.5681022469861998,9.056627186035639,-0.0,0.02350748142862404,0.05471698581822265,-25.778913909313726,-25.778913909313726
0.9134852548571983,0.9900099411991908,0.47432091135673204,6.43321673778585,-0.0,0.05064790413754805,0.06482607187974582,-57.748343673406865,-57.748329312193626
0.9199265804604317,0.9913787455740762,0.957313516813754,8.887559338767565,0.0,0.024156664080270795,0.09268425444500598,-2.089449265423943,-2.0894489662320006
0.9317243366979859,0.9917555244488753,0.7436766721618129,18.766099993979942,-0.0,0.037222675340011925,0.07445292210042433,-961.9898897058823,-961.9897365196078
