acc_test,acc_val,aiteration,drp,eps,loss_test,loss_val,lr,momentum,time,train_acc,train_los,weight_decay
11.6,11.56,0,0.131146821970025,0.0009957281925863357,2.286657109260559,2.285273003578186,0.00060389322146796,0.989840336205875,42.34871006011963,11.846,2.34047873210907,0.0012251488443396647
12.82,13.12,0,0.14174295105414778,0.0009783859958279865,2.269493942260742,2.260028877258301,0.0014200724836257316,0.9868024262191404,81.29834651947021,14.482,2.273249767780304,0.0014252335728596457
54.24,54.68,0,0.14960722118583794,0.00011510251781152151,1.260480363368988,1.2602632689476012,0.10908675159737982,0.8688922808120898,120.30348300933838,39.62,1.6204312696456908,0.006052477666514533
9.32,9.02,0,0.06412886294715159,0.0001038905891424487,2.3438966369628904,2.3491685724258424,2.3670156811023558e-08,0.6544700042900593,159.35269713401794,10.228,2.401584698200226,0.00012291484842098322
53.48,53.98,0,0.09476625440978159,0.00012894430480169628,1.3035000157356262,1.2930418467521667,0.15744858513455742,0.8241466211785977,198.36894702911377,44.1,1.5117597767114639,0.006670702505424016
11.34,10.42,0,0.1110232616089236,0.009189167345282799,2.321307692527771,2.324754390716553,1.8007881381700782e-07,0.9471605271611575,237.42714262008667,10.17,2.365909061908722,0.0066268440834911955
44.96,46.42,0,0.14884575430537356,0.0002834012396935923,1.6568545770645142,1.66870591878891,0.22609890885906617,0.9431728102836794,276.49730110168457,40.122,1.618938679933548,0.00024764564785376554
11.52,11.78,0,0.06221611489264602,0.005323589071529335,2.32296676158905,2.319836392402649,5.008560202709424e-06,0.8676963298260555,315.5795786380768,10.646,2.366374179363251,0.0035371053934617432
44.88,43.84,0,0.09138541596853242,0.0003674861659169624,1.473389585018158,1.503240511417389,0.013511366128256763,0.976959316602277,354.6490514278412,30.642,1.8354301345348358,0.0003616981005848168
11.32,10.92,0,0.12237514293167995,0.002896792673201257,2.3261345052719116,2.327420268058777,1.2216916477677588e-05,0.7909938783791528,393.81153750419617,10.248,2.3990857949256896,0.002390327151408396
32.18,31.2,0,0.1494742628324083,0.0003030078214412931,1.799242057800293,1.8261635375022889,0.012852528610391723,0.9722386611909493,432.8806688785553,25.316,1.9511816725730895,0.0005801920398235633
10.38,10.36,0,0.07718045035838272,0.0021691034591911768,2.3417280626297,2.346824731826782,8.08660500092735e-07,0.8981162425748564,471.94464659690857,9.922,2.391829550266266,0.0034722913496061975
11.36,11.26,0,0.11240772252466236,0.000149289865031891,2.3457267093658447,2.343955006599426,0.0002013938064047346,0.6979886328095393,511.0932478904724,11.69,2.3796222929954527,0.00010929322090474011
47.28,47.22,0,0.05094522746633966,0.0005219015694213398,1.410334324836731,1.4408998775482178,0.013986903149561788,0.909839774690957,550.2052507400513,34.198,1.7580381898880004,0.0007487442292649974
10.64,9.54,0,0.1328069660638638,0.0001891863866957682,2.349276051521301,2.348208031654358,2.80603208672811e-05,0.971921093762463,589.3519105911255,9.95,2.4024231901168824,0.004180394366632791
50.4,50.28,0,0.08358298170438618,0.0006214176012315485,1.4338547372817994,1.4358977484703064,0.22553389760940673,0.9594458175873206,628.4630010128021,43.794,1.526603534579277,0.0016380946132538014
10.64,12.12,0,0.10736784147513431,0.001802533639291502,2.3253098630905153,2.3178352308273316,1.7433268867508454e-08,0.7702977880835332,667.5776777267456,10.058,2.362399688720703,0.0002541413325791322
42.48,44.74,0,0.08946423145702441,0.00010586883899502007,1.588576111793518,1.5348737144470215,0.31035029301884276,0.844640495301165,706.6925520896912,44.084,1.53334237575531,0.006480454857296602
49.4,49.96,0,0.09871551413691594,0.00016642373363012468,1.3905879163742065,1.3749146223068238,0.04014591219330223,0.9139276232993285,745.8282628059387,37.814,1.6747753643989562,0.006183383077374605
21.28,20.34,0,0.07825750101128284,0.00010382471318762026,2.1128568983078004,2.119055061340332,0.00141015595524492,0.8387557191964444,784.9951732158661,16.03,2.243280244350433,0.0025406898780866456
75.84,71.94,1,0.14960722111249494,0.00011510243395044891,0.7384147012233734,0.8171689202785493,0.10908675167915584,0.8688922807631891,967.6949083805084,69.02000000000001,0.8961781490802764,0.006052477747030946
,53.7,1,0.14649177701567376,0.00010390294122618901,,1.3605409836769105,0.34782493193853514,0.633670068965978,1004.0840148925781,52.762,1.327763578414917,0.006450350533517613
54.32,55.391999999999996,1,0.14939221369143407,0.003247129574494626,1.2010266590118408,1.2051595478057862,1.9168943386581825e-06,0.6665148352990269,1186.6089231967926,50.36280000000001,1.363515298604965,0.0003142636324823652
,47.6,1,0.053567599154520994,0.00012592978355954387,,1.4235727763175965,0.36678242232328756,0.98935206158802,1223.003087759018,51.014,1.3708724508285521,0.006237616373056957
