acc_test,acc_val,aiteration,drp,eps,eps_arch,loss_test,loss_val,lr,momentum,momentum_arch,train_acc,train_los,weight_decay
9.299999989318847,9.040000001525879,0,0.058115587173082246,6.139844846998479e-05,0.0004379692168322,2.358471146774292,2.363861245727539,2.98702321568973e-06,0.9896534219245294,0.1886604811633382,9.652,2.4276889194488525,3.787356231843748e-07
