acc_test,acc_val,aiteration,drp,eps,loss_test,loss_val,lr,momentum,time,train_acc,train_los,weight_decay
10.46,9.6,0,0.139220573565975,0.00019435419555855743,2.340733127593994,2.3543011379241943,1.4108657938739695e-05,0.8670765407883397,42.50282335281372,9.954,2.4096243019104002,0.0002925783740713447
11.94,13.1,0,0.14787429351050302,0.00012800689336173033,2.3253958320617674,2.3173386335372923,6.8596547066110415e-06,0.8295800758161277,81.50818681716919,9.774,2.419663566112518,0.00029452079815857276
12.4,11.88,0,0.14731465674952293,0.00010233770531484465,2.315787057876587,2.321545443534851,1.9598557611777772e-08,0.6832363279323685,120.53662967681885,9.902,2.39651060628891,0.0061511218100497415
59.38,59.32,0,0.05116291754888049,0.004231946073086371,1.103201653957367,1.1201320171356202,0.10521984930409228,0.988969363172737,159.6676516532898,43.986,1.5178384351730347,0.00010710333071385736
57.66,56.5,0,0.05169856677066964,0.008739985801991734,1.2208769500255585,1.233100838661194,0.35084984327771335,0.988467151247321,198.77211117744446,44.262,1.5307976063489914,0.00010519277853144773
56.74,55.22,0,0.051818504902357065,0.0083942280908165,1.1908431911468507,1.2192220079898834,0.26466284877366814,0.9893770640447088,237.85843634605408,44.142,1.5299437209367752,0.002461934750435054
30.36,31.12,0,0.08769040314466954,0.0015779078394232988,1.8583242321014404,1.8435013604164123,0.003790674530903514,0.9672694827774067,277.0109488964081,22.278,2.0741528329849244,0.00012045821665993975
29.48,29.82,0,0.08463622570611232,0.0016927617266355073,1.8755225539207458,1.881467878818512,0.003368941337033054,0.9685957051171399,316.1576111316681,22.342,2.0916345670223238,0.0010304084447543362
9.98,10.06,0,0.1168463621314626,0.0004354280334149334,2.330619559288025,2.332223072052002,4.003415497876465e-08,0.9750324761762915,355.2437913417816,9.664,2.3744626774787903,0.00032677000520449356
26.0,26.12,0,0.07098806306166992,0.003571461651168284,1.978717565536499,1.991011598110199,0.0021476988121705465,0.9214546501486996,394.41801619529724,19.906,2.152069157600403,0.0007975228706820898
