acc_test,acc_val,aiteration,drp,eps,loss_test,loss_val,lr,momentum,train_acc,train_los,weight_decay
47.86,48.76,0,0.009409298766787765,0.0004787557721500866,1.4453108358383178,1.4348239970207215,0.2378459917557484,0.9802283551124356,48.47,1.4196813336610794,0.0037442212098434255
51.04,52.32,0,0.004206283597323474,0.0004170400835609463,1.4200213408470155,1.3847610068321228,0.35716806854469885,0.986654219716377,45.474,1.5098526915311814,0.005800251570962411
33.58,33.26,0,0.0036192571773885907,0.00010657900753949436,1.887999894618988,1.8909052872657777,0.2894951372461226,0.9891069231428506,46.754,1.4646077870130538,0.00849837774029783
10.22,9.44,0,0.26201628073927125,0.010045342826918217,2.30781777381897,2.313896884918213,2.350335320198025e-08,0.7457032202007714,9.772,2.426969575405121,0.00011303797560412984
