b1,b2,dataset,droupout_prob,itération,lr,net,weight_decay,loss,test
0.05715405551265006,0.005569139100120851,MNIST,0.0651447412948053,0.0,0.7105071524977857,LeNet,0.9755366989276485,0.19,0.1922
0.06059632636536196,0.005882067601484705,MNIST,0.01763417827752263,-0.0,0.7855776685591669,LeNet,0.9939096381701809,0.0878,0.0906
0.003265675452392737,0.0009502308605792145,MNIST,0.7179822972632668,-0.0,0.03047711645094031,LeNet,0.2855432429823923,0.105,0.1006
0.09852281869370388,0.009047141413563276,MNIST,0.06422150669290459,0.0,0.34009089857210073,LeNet,0.9921589573127005,0.1084,0.1186
0.05715405551239145,0.0055691390993720565,MNIST,0.06514474129465646,1.0,0.7105071524985506,LeNet,0.9755366989291268,0.259,0.257
0.00632607348103182,0.0001898879050851619,MNIST,0.4382703106190239,1.0,0.983859399283529,LeNet,0.5829642931664405,0.1114,0.1156
0.09695360586913813,0.009299094132542107,MNIST,0.4028830415913907,1.0,0.34433915606499954,LeNet,0.6788750590900083,0.105,0.0968
0.02953381115543635,0.0024324806036945166,MNIST,0.8420634269073978,1.0,0.016860965524477356,LeNet,0.1406540994702274,0.7076,0.7028
0.02953381114935688,0.00243248060678154,MNIST,0.8420634269132803,2.0,0.016860965517953515,LeNet,0.14065409946596283,0.7422,0.7488
0.031005832314545314,0.0028999400765642195,MNIST,0.9768888899683604,2.0,0.18693368523244985,LeNet,0.09210202547288379,0.1052,0.1004
0.078975843945849,0.007594491328893151,MNIST,0.6301825319975148,2.0,0.4629463708097382,LeNet,0.3096353532096537,0.34,0.3326
0.026727225170818915,0.0034598471460471885,MNIST,0.2678566605488948,2.0,0.19665458835754784,LeNet,0.7192377725778629,0.0884,0.09
0.02953381115239256,0.002432480608995388,MNIST,0.8420634269157757,3.0,0.016860965516757455,LeNet,0.1406540994657576,0.7292,0.7196
0.0799515748743482,0.004334885726445173,MNIST,0.9995781550014491,3.0,0.5721466262581956,LeNet,0.39880799181837656,0.0958,0.099
0.014684755399047025,0.007407991488556159,MNIST,0.2627639617027101,3.0,0.14949889263599664,LeNet,0.005122904209288237,0.0972,0.0988
0.07184826226261533,0.001169930341514934,MNIST,0.6154539375052112,3.0,0.906667327446846,LeNet,0.781814443760828,0.1548,0.1522
0.04309430945309656,0.0073311802700391625,MNIST,0.8557501407968308,3.0,0.32732597168711636,LeNet,0.4700354726701269,0.0926,0.099
0.04193699720231345,0.0017479812720299181,MNIST,0.8488518216664152,3.0,0.004238889395359604,LeNet,0.19174844969795263,0.8004,0.8086
0.015978540672988067,0.0012046011765620586,MNIST,0.731312925956751,3.0,0.11355155224970015,LeNet,0.012123653296515657,0.1052,0.1004
0.04259742052879673,7.202648573461875e-05,MNIST,0.9383791087901994,3.0,0.24588330539669384,LeNet,0.2581256757607589,0.0884,0.09
0.04193699719709763,0.0017479813597976199,MNIST,0.8488518216646975,4.0,0.004238889442045537,LeNet,0.19174844968527255,0.8046,0.8154
0.04056578510328747,0.004088209132930766,MNIST,0.7223282490532054,4.0,0.5002533760084595,LeNet,0.22715386495274636,0.1226,0.1276
0.04924245294661039,0.0017225362871728894,MNIST,0.5373455983538724,4.0,0.0886058807193708,LeNet,0.3874465637117368,0.1114,0.1156
0.01705455199636903,0.00016254471409028878,MNIST,0.9124926957434858,4.0,0.26216197435218963,LeNet,0.05233865101077123,0.097,0.0994
0.04193699720345033,0.0017479813532430318,MNIST,0.8488518216658788,5.0,0.0042388894203288455,LeNet,0.1917484496904795,0.8238,0.8304
0.06576594062964528,0.0030875072775139265,MNIST,0.6184236344989361,5.0,0.09742265798301565,LeNet,0.3814117671024565,0.1114,0.1156
0.051753563028576546,0.0037703320858544845,MNIST,0.7462673437013653,5.0,0.45506313335654,LeNet,0.5516361484237884,0.2644,0.2644
0.03589516597254094,0.006427206373799942,MNIST,0.5123318909310637,5.0,0.38478608495953925,LeNet,0.32174614480944874,0.4398,0.4368
0.041936997212482695,0.0017479813587896952,MNIST,0.8488518216676112,6.0,0.004238889474464872,LeNet,0.19174844969218827,0.8122,0.8146
0.02215883168250886,0.004843640844021479,MNIST,0.29033192136641045,6.0,0.5613914832692825,LeNet,0.442707390056849,0.1744,0.176
0.051958425694613106,0.0007883431110821651,MNIST,0.7758084803868397,6.0,0.8337594332700019,LeNet,0.07059015547057852,0.0978,0.097
0.06342760272245694,0.004885889701742154,MNIST,0.9224140968262438,6.0,0.6482577013918085,LeNet,0.5410044448736949,0.0884,0.09
0.08719502970898645,0.0005437342769834803,MNIST,0.671115437515396,6.0,0.26231843514274433,LeNet,0.3465167565164329,0.097,0.0994
0.05757703183654918,0.005571206168144932,MNIST,0.5603721462227451,6.0,0.0706000134151113,LeNet,0.8178793551048182,0.0884,0.09
0.06891853187561371,0.006154538429183179,MNIST,0.18683491840598143,6.0,0.1967788083724544,LeNet,0.2557179277353068,0.4174,0.4156
0.011299575600656864,0.008347314210512297,MNIST,0.430495916579039,6.0,0.7037677315083628,LeNet,0.8777862397832594,0.1028,0.1032
0.03617664523063798,0.0031912432738090317,MNIST,0.7890331242141274,6.0,0.40378901787940474,LeNet,0.6729430411547782,0.1008,0.0996
