b1,b2,droupout_prob,itération,lr,weight_decay,loss,test
0.9311191918823375,0.996991436804796,0.8981261939007708,-0.0,0.011847943378141969,0.014131088994561914,0.7954,0.7924
b1,b2,droupout_prob,itération,lr,weight_decay,loss,test
0.9694176927625688,0.9988635278177572,0.047895295331104704,0.0,0.041190992366858525,0.051997647967151034,0.8826,0.8898
0.9748618335692083,0.9993102614133829,0.014942744482233934,0.0,0.038149847969046004,0.056356534283647425,0.9156,0.9094
0.9963256149204992,0.9998969257160735,0.029158922651578878,0.0,0.00012230232646590067,0.0946719153649489,0.1176,0.1094
0.900484780585391,0.9902742132726391,0.9868012486567008,0.0,0.0951048769206635,0.007462314646230546,0.1104,0.1166
0.9235137940890814,0.9946908343532421,0.48950417066546065,0.0,0.044972531424905565,0.06694034221372705,0.1102,0.1168
0.9999290091118508,0.9960004886970151,0.4031822008233497,0.0,0.09439421824926852,0.0030822690186277993,0.5788,0.5788
0.9555897549387853,0.9962657417850233,0.8623198438879434,0.0,0.006133830796707221,0.09972802070707165,0.094,0.0976
0.9762855166965193,0.9909455008046868,0.234724056775651,0.0,0.06598646476164732,0.02690408978634133,0.9,0.9016
0.9292299216181922,0.9931488741375043,0.7515115472224729,-0.0,0.021857145936991316,0.06894389753177571,0.0972,0.0988
0.9334495229731227,0.9980043789126932,0.24533835802390525,-0.0,0.07067542283435609,0.026208679343933755,0.813,0.8234
0.9002444536452238,0.9928779430500142,0.6767248151516464,0.0,0.025716222770151433,0.07642408398254044,0.1148,0.1122
0.9838610616234105,0.9999796882143246,0.18640551884828205,-0.0,0.06564901706235218,0.042999542648406754,0.8904,0.884
0.9514874008165667,0.9976329996385723,0.3729712224516555,0.0,0.020626755743611978,0.08773138374446754,0.1122,0.1148
0.9138027755789337,0.9942063386407526,0.010406782623472843,0.0,0.08335559707804643,0.046928764973785175,0.1038,0.1018
0.9639888168926771,0.9916153137574207,0.644197900839965,-0.0,0.034393872911463064,0.020271252269310064,0.9176,0.9184
0.9417057630867852,0.9916246159126786,0.6608544068452227,-0.0,0.009365403403429028,0.0189554599477029,0.9398,0.9352
0.9434807772187767,0.992062715993671,0.9730247466752839,0.0,0.010117682324675047,0.014888564091257016,0.116,0.111
0.961530478302668,0.9916072707774166,0.6370275273881592,-0.0,0.028235950491335076,0.030506507229189593,0.1164,0.1106
0.9401801617356906,0.990342000226161,0.6075910799434229,-0.0,0.053851841048328526,0.01608147553620358,0.8324,0.8294
0.9623999032237109,0.9934205533805378,0.7680135776974168,-0.0,0.01285800720566476,0.036106353639731026,0.103,0.099
0.984459054629491,0.9920014019935102,0.5293699651828885,0.0,0.03425004727702974,0.015881253131196958,0.9152,0.9098
0.9146430376853716,0.9901025816121242,0.8665974828000902,-0.0,0.053608986975125505,0.0010163859901072027,0.0962,0.0986
0.9459213295102797,0.9912102235751167,0.5298393645790781,0.0,0.011958368296598701,0.038726047965720434,0.935,0.9246
0.9447580732323327,0.99590543336815,0.4919244905993943,0.0,0.015113544614711545,0.035865675387021845,0.9298,0.9292
0.9360158674946676,0.9909413851506604,0.3629818544593848,-0.0,0.0008991864061583896,0.040976903696392904,0.9348,0.929
0.941705763065931,0.9916246159125001,0.660854406841345,1.0,0.009365403382848183,0.01895545988256058,0.9442,0.9388
0.922109776850531,0.9926461886048339,0.8626237766446585,1.0,0.0048529281478088635,0.008899443114730425,0.949,0.9452
0.9159723773524511,0.9938408093211257,0.8948580270792035,1.0,0.0009411459385282456,0.009072234691826261,0.9512,0.9444
0.9096005742567536,0.9939486605481446,0.9145265240579284,1.0,0.001276467644278768,0.009043505000798627,0.9502,0.9446
0.9087193415913632,0.9952293945629861,0.941823306105529,1.0,0.01843753744887233,0.05435548466374937,0.5452,0.5608
0.9459213295094157,0.9912102235602525,0.5298393646091859,1.0,0.0119583682971725,0.03872604796207297,0.912,0.9042
