loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.113,0.114,False,,,1,50b28ea6f9cf4665a7952409ed17d2e2,2021-03-17_12-44-13,1615985053,6.7671427726745605,6.7671427726745605,1019,eeb1cb364ceb,172.28.0.2,6.7671427726745605,0,1,6f80f604,1,43,2,0.07274952158201568,0.010601068403224624,0.9360488418172318,0.991684379368471,0.5645550474013137
0.0958,0.1062,False,,,2,50b28ea6f9cf4665a7952409ed17d2e2,2021-03-17_12-44-20,1615985060,6.6041388511657715,13.371281623840332,1019,eeb1cb364ceb,172.28.0.2,13.371281623840332,0,2,6f80f604,1,43,2,0.07274952158201568,0.010601068403224624,0.9360488418172318,0.991684379368471,0.5645550474013137
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.1128,0.1142,False,,,1,ff05c0c850114d4189fb50b0f322671b,2021-03-17_12-44-30,1615985070,6.592638731002808,6.592638731002808,1018,eeb1cb364ceb,172.28.0.2,6.592638731002808,0,1,6f85c440,1,43,2,0.019393306130758084,0.045174583682540286,0.9181498266442286,0.9970000889373127,0.035221111840301744
0.1128,0.1142,False,,,2,ff05c0c850114d4189fb50b0f322671b,2021-03-17_12-44-37,1615985077,6.706552267074585,13.299190998077393,1018,eeb1cb364ceb,172.28.0.2,13.299190998077393,0,2,6f85c440,1,43,2,0.019393306130758084,0.045174583682540286,0.9181498266442286,0.9970000889373127,0.035221111840301744
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.095,0.0998,False,,,1,0d0a14233aa24cea8a37dd31271adf53,2021-03-17_12-44-47,1615985087,6.3406617641448975,6.3406617641448975,1083,eeb1cb364ceb,172.28.0.2,6.3406617641448975,0,1,7e9fb1a2,1,43,2,0.09578130224474198,0.029852187216013973,0.9261307385606574,0.9949107125993891,0.29369576867625746
0.1036,0.0984,False,,,2,0d0a14233aa24cea8a37dd31271adf53,2021-03-17_12-44-53,1615985093,6.406522989273071,12.747184753417969,1083,eeb1cb364ceb,172.28.0.2,12.747184753417969,0,2,7e9fb1a2,1,43,2,0.09578130224474198,0.029852187216013973,0.9261307385606574,0.9949107125993891,0.29369576867625746
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.0998,0.0962,False,,,1,c759c293004c4f09b060a23f2320d208,2021-03-17_12-45-04,1615985104,6.478199005126953,6.478199005126953,1110,eeb1cb364ceb,172.28.0.2,6.478199005126953,0,1,889099d8,1,43,2,0.059054602365705505,0.03952361304827556,0.9768589453016548,0.9951670180231593,0.8567318508666946
0.114,0.113,False,,,2,c759c293004c4f09b060a23f2320d208,2021-03-17_12-45-10,1615985110,6.391944408416748,12.870143413543701,1110,eeb1cb364ceb,172.28.0.2,12.870143413543701,0,2,889099d8,1,43,2,0.059054602365705505,0.03952361304827556,0.9768589453016548,0.9951670180231593,0.8567318508666946
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.1004,0.106,False,,,1,8c26e9f1ddfd4e46907f13d39b8921e3,2021-03-17_12-45-20,1615985120,6.214622735977173,6.214622735977173,1136,eeb1cb364ceb,172.28.0.2,6.214622735977173,0,1,9261d86e,1,43,2,0.018605160663170608,0.06145717576937986,0.9128956805948203,0.9971122201999009,0.5408338405948334
0.103,0.099,False,,,2,8c26e9f1ddfd4e46907f13d39b8921e3,2021-03-17_12-45-26,1615985126,6.2873618602752686,12.501984596252441,1136,eeb1cb364ceb,172.28.0.2,12.501984596252441,0,2,9261d86e,1,43,2,0.018605160663170608,0.06145717576937986,0.9128956805948203,0.9971122201999009,0.5408338405948334
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.112,0.115,False,,,1,93963e2f237841fca88f502b4c053470,2021-03-17_12-45-36,1615985136,6.350783109664917,6.350783109664917,1159,eeb1cb364ceb,172.28.0.2,6.350783109664917,0,1,9c5dfdca,1,43,2,0.08171198510035865,0.042237627289227225,0.9057905956070009,0.9924987758138564,0.9800180667268453
0.0956,0.096,False,,,2,93963e2f237841fca88f502b4c053470,2021-03-17_12-45-43,1615985143,6.538832426071167,12.889615535736084,1159,eeb1cb364ceb,172.28.0.2,12.889615535736084,0,2,9c5dfdca,1,43,2,0.08171198510035865,0.042237627289227225,0.9057905956070009,0.9924987758138564,0.9800180667268453
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.6572,0.6732,False,,,1,32bef4d47618448a88c764f5b05f028d,2021-03-17_12-45-54,1615985154,6.692237615585327,6.692237615585327,1184,eeb1cb364ceb,172.28.0.2,6.692237615585327,0,1,a60f99c8,1,43,2,0.08079463266458782,0.0442028089317463,0.961999960756273,0.9998796175375461,0.6677332668860325
0.6576,0.6496,False,,,2,32bef4d47618448a88c764f5b05f028d,2021-03-17_12-46-00,1615985160,6.597653388977051,13.289891004562378,1184,eeb1cb364ceb,172.28.0.2,13.289891004562378,0,2,a60f99c8,1,43,2,0.08079463266458782,0.0442028089317463,0.961999960756273,0.9998796175375461,0.6677332668860325
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
0.9154,0.9204,False,,,1,573781bc902c4b3ca2563d279030360f,2021-03-17_12-46-10,1615985170,6.511887788772583,6.511887788772583,1210,eeb1cb364ceb,172.28.0.2,6.511887788772583,0,1,aff71a06,1,43,2,0.056253926237916564,0.018678645131501772,0.9921423008383087,0.9999052561798845,0.2823265648219393
0.9224,0.9274,False,,,2,573781bc902c4b3ca2563d279030360f,2021-03-17_12-46-17,1615985177,6.625202894210815,13.137090682983398,1210,eeb1cb364ceb,172.28.0.2,13.137090682983398,0,2,aff71a06,1,43,2,0.056253926237916564,0.018678645131501772,0.9921423008383087,0.9999052561798845,0.2823265648219393
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/sigmoid_func,config/hidden_dim,config/n_layer,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob
