b1,b2,droupout_prob,lr,weight_decay,loss,test,iteration
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,1
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,2
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,3
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1004,0.1016,4
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,5
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,6
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,7
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.0988,0.096,8
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1174,0.1096,9
0.9220679955708553,0.9928630032872902,0.9694389854465175,0.052353026098295556,0.003909589601111352,0.1036,0.1028,10
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.095,0.101,1
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.0954,0.101,2
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.1,0.102,3
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.095,0.101,4
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.0972,0.0944,5
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.1,0.102,6
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.1,0.102,7
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.1046,0.1018,8
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.113,0.114,9
0.9144893129581105,0.992415166245905,0.9294771534794645,0.05205811732724323,0.0001697153835275027,0.1,0.102,10
0.9893935993407034,0.9993665723421652,0.9521610459696119,0.09417598901598834,0.07193285134946566,0.0986,0.0974,1
0.9893935993407034,0.9993665723421652,0.9521610459696119,0.09417598901598834,0.07193285134946566,0.1436,0.1424,2
0.9893935993407034,0.9993665723421652,0.9521610459696119,0.09417598901598834,0.07193285134946566,0.112,0.115,3
0.9893935993407034,0.9993665723421652,0.9521610459696119,0.09417598901598834,0.07193285134946566,0.1044,0.0974,4
0.9893935993407034,0.9993665723421652,0.9521610459696119,0.09417598901598834,0.07193285134946566,0.1068,0.0996,5
