acc_test,acc_val,aiteration,drp,eps,eps_arch,loss_test,loss_val,lr,momentum,momentum_arch,train_acc,train_los,weight_decay
38.69999993286133,39.06000003051758,0,0.10000000006023277,0.0010077854290614417,1.0130093599129684e-05,1.6049032850265503,1.6051473247528076,1.1051709181094336,0.8997411562675505,0.10025884372849159,25.559999995117188,2.034202736816406,0.0010077854290880986
34.91999998168945,34.59999989013672,0,0.1000000000675651,0.0010077854290540171,1.013009359916821e-05,1.7819792959213256,1.8111662981033325,1.1051709180986697,0.8997411562671852,0.10025884372889796,27.494000009765625,2.011637196159363,0.001007785429085586
34.93999996337891,34.71999989013672,0,0.1000000000105736,0.0010077854291236472,1.0130093598638053e-05,1.7375009399414063,1.7341130462646484,1.105170918177392,0.8997411562746198,0.10025884372280469,27.221999995117187,2.0204833516693115,0.0010077854291414515
37.740000018310546,36.959999896240234,0,0.10000000009826536,0.0010077854290500008,1.0130093599604204e-05,1.698598536682129,1.703993984222412,1.1051709180777045,0.8997411562672512,0.10025884373272505,27.191999997558593,1.997539700088501,0.001007785429048829
31.440000033569337,30.27999990234375,1,0.10000000015492994,0.0010077854289215601,1.0130057882009547e-05,1.8115118001937867,1.8271625898361206,1.105170918017804,0.8997411563391615,0.10025884364152753,26.239999993286133,2.043777840232849,0.0010077854086932843
38.139999963378905,37.69999990844727,1,0.1000000000971714,0.0010077854290551735,1.0130093598824063e-05,1.6852317539215087,1.6856518049240112,1.1051709180818963,0.8997411562703763,0.10025884372385059,27.783999985351564,1.992495644798279,0.0010077854291143668
29.740000024414062,29.259999978637694,1,0.10000000019658646,0.0010077853333973746,1.013000373253098e-05,1.8764752590179443,1.8953399826049804,1.1051709181549623,0.8997411562007052,0.10025884377023059,27.974000003051756,1.9992666967010497,0.0010077854387518866
38.100000018310546,37.78000005493164,1,0.10000000009970854,0.0010077854290556337,1.013009359877886e-05,1.6378236246109008,1.649278596496582,1.1051709181621674,0.8997411562708482,0.10025884373211387,28.068000004882812,1.9994359412384033,0.0010077854291034064
35.520000122070314,35.11999992980957,2,0.10000000000494969,0.0010077854674712637,1.0130094174958572e-05,1.7764213586807251,1.7979612545013428,1.1051709182475187,0.8997411561897349,0.10025884382101823,28.75600000488281,1.9638981776046753,0.0010077854865433217
32.180000030517576,32.03999993896485,2,0.10000000000517813,0.0010077854290487574,1.0130093598728385e-05,1.8655424840927124,1.868993684387207,1.1051709181802785,0.8997411562728935,0.10025884373154957,26.532000001220702,1.9938179662323,0.0010077854291136472
32.1400001159668,33.379999948120116,2,0.10000000009460923,0.0010077853759327617,1.0130167006776536e-05,1.9336400678634644,1.9206160961151124,1.105170918143887,0.8997411562552518,0.10025884364874908,27.72399999633789,2.002672884712219,0.001007785366006796
32.97999994812012,32.87999993896484,2,0.10000000009439955,0.0010077854291150625,1.0130093599053063e-05,1.739105496406555,1.7449599151611328,1.105170918144993,0.8997411562714501,0.10025884372313777,26.35600000366211,2.0332228829193113,0.0010077854290644896
30.12000004272461,29.72000001525879,3,0.10000000004866906,0.0010077854163745553,1.0130081752172353e-05,1.9076124357223512,1.932775992012024,1.1051709181916736,0.8997411562442469,0.10025884364924302,26.99399999511719,2.0202417601394655,0.0010077853764576775
