lr,droupout_prob,weight_decay,b1,b2,eps,loss,test
0.03844421139654966,0.2198522466942025,0.045504980544272634,0.9992622931050018,0.9949961982368847,11.898055771320308,-1306.8534007352941,-1226.2898284313726
0.043491517060656376,0.2068396387125933,0.013671752814084863,0.9510569645202088,0.9955569875018665,11.516979217496477,-3534.392463235294,-2572.4338235294117
0.09484039634493599,0.20290076354141787,0.07199778830892632,0.9766237745182047,0.9938484411688563,11.915318040537716,-1195.273131127451,-1234.1390165441176
0.045403588671826624,0.5167559629704562,0.038584982393478615,0.9707768070734982,0.994396731507562,12.507224699358588,-102.25708486519608,-120.49249387254902
0.0,1.0,0.0,0.9999999999,0.9999999999,6.0,-16.61933210784314,-18.86092960133272
0.1,0.0,0.1,0.9,0.99,20.0,-4483.88143382353,-3488.7696078431372
0.0023538462707269523,0.9857051200417818,0.002839744971731661,0.9939312813174639,0.9997420711678247,6.0,-20.10364008884804,-18.52377139820772
0.1,0.053269444334807334,0.1,0.9,0.99,12.34311820146143,-13.78399658203125,-9.117630304074755
0.1,0.0,0.1,0.9,0.99,12.201998374213135,-458.3486136642157,-460.2975643382353
0.1,0.09248790742207308,0.1,0.9012249674472502,0.9901160301753937,12.357712035805651,-16.885081571691178,-9.670784146178002
0.1,0.0,0.1,0.9,0.99,12.351053575838549,-32.61303232230392,-24.118049172794116
0.1,0.6081044395515044,0.1,0.9050892826158999,0.990410274940424,12.349928225334132,-961.1420802696078,-427.63369332107845
0.0,1.0,0.0,0.9999999999,0.9999999999,6.0,-7.780969956341912,-6.876329608992035
0.0,1.0,0.0,0.9999999999,0.9999999999,6.0,-23.430048923866423,-17.871380974264707
0.0,1.0,0.0,0.9999999999,0.9999999999,6.0,-16.832261029411764,-18.73797487745098
0.022328890547697502,0.45096196888618884,0.007618682043594227,0.9901307917821504,0.9957539003189476,12.570015572605936,-67.44306257659314,-58.028540517769606
0.0626710640379883,1.0,0.010520102636132095,0.9562898872523594,0.9911565074651222,6.048644139217383,-0.19522805307425706,-0.19715071659462124
0.07120357197387374,1.0,0.05607203382528399,0.9736814927024184,0.9922800345244809,6.061024949610927,-0.08438374949436561,-0.06748120457518335
0.08772567780615982,1.0,0.0,0.9515224382701839,0.9904738416095018,6.0599425181411615,-6.178526036879596,-5.5677161123238355
0.0,1.0,0.1,0.9672085061525202,0.9919019437107636,6.040268226845992,-1.308164259966682,-0.5517337649476295
0.00844049833500324,0.7557431678492945,0.07055209157041836,0.955683451978576,0.9929526977034399,12.658004344028626,-28.022350834865197,-25.643571442248774
0.06638539222126189,1.0,0.08604590002795609,0.9920714256693983,0.9921751625461844,12.773904564519988,-0.060595166449453314,-0.054938306995466646
0.02263560415554243,1.0,0.08362072445359613,0.9999999999,0.9999999999,12.768621296637178,-0.04185840662787942,-0.04283986372106215
0.07548057076522785,1.0,0.0815949829597557,0.9549057504598039,0.9948827820937458,12.770717601481,-1.9599920534620099,-1.9169523949716605
0.0255118986505817,1.0,0.0806837336713836,0.9940229851710587,0.996710812405022,12.77998798165327,-0.07336646435307521,-0.05843644983628217
0.0,1.0,0.05512704829470022,0.9892637707571137,0.9920701136752106,12.778080723249548,-5.293085434857537,-3.0397982129863665
0.1,1.0,0.1,0.9999999999,0.9999999999,12.777516162716328,-0.1908242281745462,-0.19355074564615884
0.07382841360518665,1.0,0.1,0.9999999999,0.9999999999,12.770245831260272,-2.252408495136336,-2.0281206018784466
0.0703583077998166,1.0,0.1,0.9981928454927743,0.996017838715505,12.770453447468947,-0.029654456119911344,-0.03665435781665877
0.04847810187459871,0.9470507515250998,0.1,0.9909108419094447,0.9999999999,12.754377861076001,-77.68633674172794,-69.34447284773285
0.019708624744797537,0.7259590394808609,0.1,0.9999999999,0.99,12.613793177693783,-0.5832827324960747,-0.5929883321126302
0.1,1.0,0.1,0.9630117513606898,0.9938927748989502,12.7082609300836,-0.7186224694345512,-0.6136151856067134
0.043178150382899266,0.6840406539906921,0.1,0.9815686924350929,0.9910522658908018,12.611290328530627,-236.58344822303923,-267.92516850490193
0.038647761840698486,0.7484333299511692,0.04399130435482476,0.9856217305890209,0.9930870781258021,12.614122923428324,-51.106574563419116,-49.768880208333336
0.005227740119903424,0.7289417339464025,0.1,0.9924641801993421,0.99,12.640060093522166,-0.3273206224628523,-0.22159112668504902
0.07619222503446321,0.006434664250833878,0.1,0.9199804593743737,0.9904415410434579,12.402115322103937,-1086.679381127451,-1049.7306985294117
0.07645161418146128,0.0,0.06715777896034171,0.9372972245024567,0.9904621653003962,12.337349389227983,-899.4989276960785,-814.3739276960785
0.016316922215991538,0.7467408026208348,0.04873367228929688,0.9999999999,0.9991435686831472,12.63922166939501,-31.608434340533087,-24.74252498851103
0.09373336718216102,0.05991167622938606,0.003438598111222539,0.942160226018177,0.9917989833723364,12.340517672598994,-355.33643535539215,-367.79235600490193
0.02242384828265384,0.7583549610514673,0.04614059019813645,0.9999999999,0.9977420498836617,12.638803434446356,-19.723138547411153,-12.167085535386029
0.032083550608607625,0.04138111889184494,0.03340436059442173,0.9,0.9911031241392697,12.317805904313232,-683.3115808823529,-455.4893152573529
0.0,0.7614853093676136,0.07181190317709253,0.95195317234421,0.9935113521773115,12.61401129613763,-6.959999832452512,-3.910693598728554
0.0,0.7524766962299111,0.01759897026664568,0.9999999999,0.9927251595245653,12.614338589200187,-84.5640318627451,-71.27135512408088
0.06781689799118673,0.43223994026018747,0.09754103338031418,0.9997559495917326,0.9949984242250184,12.493572796557672,-22.558696672028187,-15.250220205269608
0.027431376934587182,0.749456984164679,0.1,0.9999999999,0.9904798261809696,12.618911203924586,-1.6851712395163143,-0.8734162274528953
0.012154181995111679,0.4558507278724279,0.04163415660962062,0.9388375297795438,0.9999859033936764,12.50318002440061,-1.9694767372280944,-0.915522855870864
0.1,0.04959921239847396,0.09912264725697434,0.970819672386694,0.9971911671790357,12.333322741700862,-199.8511412377451,-234.2130246629902
0.03405989297297752,0.7979229569972631,0.1,0.9435541758879326,0.9922730139498888,12.646549800778008,-244.49437040441177,-254.7254327512255
0.03558350325162881,0.7856439279394561,0.09303545663850435,0.9999999999,0.995366935777491,12.599073876562391,-142.68105660232843,-110.99179496017157
0.0,0.7553458896626675,0.08733369585534241,0.9297160683161626,0.992966076317911,12.618515955095738,-1.4174825630935968,-1.5037110272575827
0.07189381850566769,0.4438814604183441,0.017672919280422954,0.9944689826845657,0.995734224929607,12.518843772208927,-451.953125,-432.09658394607845
0.0468408236122515,0.4518212269652862,0.1,0.9818358294462267,0.9915282733167776,12.47344473613137,-3714.829656862745,-3829.1927083333335
