loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
2595.4739583333335,2678.6875,False,,,1,fde4811f88a44c58ab7c6a5065303213,2021-04-05_17-54-53,1617638093,0.028892993927001953,0.028892993927001953,20733,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.028892993927001953,0,1,414dcde4,0.06481118391383721,0.07801768320572597,0.9165727569149198,0.9976362839769961,0.03566136056092174,13.496613044306763
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
48.710257735906865,58.154459635416664,False,,,1,ed702d4c124a46f2aae5cf0eb0d9e287,2021-04-05_17-54-53,1617638093,0.028378009796142578,0.028378009796142578,20735,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.028378009796142578,0,1,4150d6ce,0.010644036605914162,0.053392461715518376,0.9826409817261854,0.9975963553395274,0.24529771880974938,8.472628195509738
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
11.20828306908701,10.774960985370711,False,,,1,7c591c1bae354a10bdc84ec734535afc,2021-04-05_17-54-53,1617638093,0.018398284912109375,0.018398284912109375,20737,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.018398284912109375,0,1,41570a12,0.08239971730027064,0.07782217235808876,0.9752655389316217,0.9910974287853432,0.9573667859247306,14.381896959562082
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
241.6877872242647,224.12563189338235,False,,,1,cc66ffbd6c6345c683c7d6b08294c735,2021-04-05_17-54-53,1617638093,0.03686189651489258,0.03686189651489258,20736,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.03686189651489258,0,1,414b7d6e,0.06976380522387006,0.05723266158360596,0.9078681187590306,0.9915582031406238,0.16071086456463157,13.391060467503312
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
16.498708687576592,20.254815793504903,False,,,1,165bc59a30e04befa1d95a557ef28fa4,2021-04-05_17-54-53,1617638093,0.03015875816345215,0.03015875816345215,20738,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.03015875816345215,0,1,414945c6,0.06890463622623962,0.031024631060466983,0.9080119584419861,0.9999375019227886,0.02834990481825975,14.192013721851286
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
4360.072610294118,4026.986825980392,False,,,1,fde4811f88a44c58ab7c6a5065303213,2021-04-05_17-54-53,1617638093,0.013553142547607422,0.013553142547607422,20733,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.013553142547607422,0,1,416f875e,0.08718028965289598,0.08143831043539798,0.9653959522369462,0.9910866335476465,0.07561081279592702,9.52797758708946
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
72.88364066329657,76.0826775045956,False,,,1,ed702d4c124a46f2aae5cf0eb0d9e287,2021-04-05_17-54-54,1617638094,0.01905059814453125,0.01905059814453125,20735,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.01905059814453125,0,1,43028c7e,0.047853031987169656,0.07532470588302345,0.969092238153192,0.9909223448269434,0.8659663549856967,17.60909937699129
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
36.71442966835171,36.7251407398897,False,,,1,7c591c1bae354a10bdc84ec734535afc,2021-04-05_17-54-54,1617638094,0.02061152458190918,0.02061152458190918,20737,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.02061152458190918,0,1,43592cdc,0.07680131710631927,0.09211223389676305,0.931292821020841,0.99435143119937,0.9534633284328701,19.453844309611686
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
67.83304610906863,59.463886335784316,False,,,1,165bc59a30e04befa1d95a557ef28fa4,2021-04-05_17-54-55,1617638095,0.020925045013427734,0.020925045013427734,20733,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.020925045013427734,0,1,4416aa0a,0.010873861832719689,0.04393041133885478,0.9347838422677064,0.9921078552401702,0.16891889206678343,12.024808781641042
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
173.50708486519608,239.30606617647058,False,,,1,cc66ffbd6c6345c683c7d6b08294c735,2021-04-05_17-54-55,1617638095,0.022296667098999023,0.022296667098999023,20736,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.022296667098999023,0,1,43a73ab2,0.07050251099314016,0.08502287228883718,0.9497898768326667,0.9998881761509041,0.019574525281496457,12.23037606640649
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
4915.3982843137255,4913.316789215686,False,,,1,165bc59a30e04befa1d95a557ef28fa4,2021-04-05_17-54-55,1617638095,0.020785808563232422,0.020785808563232422,20738,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.020785808563232422,0,1,43ccc502,0.05981856577951928,0.04456907631816943,0.9124645304388274,0.9967066447740476,0.3108407132627301,6.420294061924642
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
734.3084405637255,860.5411305147059,False,,,1,9e7f5a861a254edf8126c5080d12d2d9,2021-04-05_17-54-53,1617638093,0.016084671020507812,0.016084671020507812,20732,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.016084671020507812,0,1,4163e8d6,0.08267345362052979,0.03063292614378733,0.9398623357490522,0.994647843744018,0.48022793064556524,16.543427063285094
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
41.77267635569853,71.09052351409314,False,,,1,9e7f5a861a254edf8126c5080d12d2d9,2021-04-05_17-54-57,1617638097,0.033995866775512695,0.033995866775512695,20732,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.033995866775512695,0,1,4507720a,0.027252736730547348,0.020374161416940408,0.9176220575380272,0.9973725480976176,0.20928379978720732,16.193808840077494
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
308915.07843137253,342535.09803921566,False,,,1,7c591c1bae354a10bdc84ec734535afc,2021-04-05_17-54-56,1617638096,0.020616531372070312,0.020616531372070312,20737,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.020616531372070312,0,1,446c89ac,0.09255288837026651,0.09206311993885305,0.9903482792179308,0.9915584705705609,0.6664862936270344,14.39179484774603
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
742.2951899509804,829.0724571078431,False,,,1,165bc59a30e04befa1d95a557ef28fa4,2021-04-05_17-54-57,1617638097,0.019294261932373047,0.019294261932373047,20738,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.019294261932373047,0,1,44dfe91a,0.04825661041889424,0.08524104725248006,0.9142916765348673,0.9912720039642647,0.776228551143049,16.021577029780918
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
