acc_test,acc_val,aiteration,drp,eps,loss_test,loss_val,lr,momentum,time,train_acc,train_los,weight_decay
,9.34,0,0.14831455637195684,0.00020453229815818838,,2.32660858631134,1.7976027260106653e-08,0.8720121999537643,45.409006118774414,9.86,2.3719233474731447,0.0003471547724871707
,9.42,0,0.14831455637195684,0.00020453229815818838,,2.3254043006896974,1.7976027260106653e-08,0.8720121999537643,81.40708446502686,9.93,2.3719456300735473,0.0003471547724871707
,9.44,0,0.14831455637195684,0.00020453229815818838,,2.3257473516464233,1.7976027260106653e-08,0.8720121999537643,117.49983096122742,9.796,2.3703081607818604,0.0003471547724871707
,9.32,0,0.14831455637195684,0.00020453229815818838,,2.324520010948181,1.7976027260106653e-08,0.8720121999537643,153.64697647094727,9.656,2.371736021518707,0.0003471547724871707
,9.36,0,0.14831455637195684,0.00020453229815818838,,2.3254026269912718,1.7976027260106653e-08,0.8720121999537643,199.83408284187317,9.768,2.373453155040741,0.0003471547724871707
,9.46,0,0.14831455637195684,0.00020453229815818838,,2.326113266944885,1.7976027260106653e-08,0.8720121999537643,277.36632561683655,9.984,2.37102573633194,0.0003471547724871707
,9.4,0,0.14831455637195684,0.00020453229815818838,,2.3255669403076173,1.7976027260106653e-08,0.8720121999537643,334.5223834514618,9.792,2.3739987921714785,0.0003471547724871707
,9.44,0,0.14831455637195684,0.00020453229815818838,,2.32586389541626,1.7976027260106653e-08,0.8720121999537643,370.7297465801239,9.542,2.3744803514480592,0.0003471547724871707
,9.4,0,0.14831455637195684,0.00020453229815818838,,2.3250515031814576,1.7976027260106653e-08,0.8720121999537643,422.03041982650757,9.654,2.3724467873573305,0.0003471547724871707
,9.34,0,0.14831455637195684,0.00020453229815818838,,2.3261699724197387,1.7976027260106653e-08,0.8720121999537643,499.634859085083,9.878,2.3725556197166444,0.0003471547724871707
,9.34,0,0.14831455637195684,0.00020453229815818838,,2.326310968399048,1.7976027260106653e-08,0.8720121999537643,577.1835613250732,9.758,2.371738119125366,0.0003471547724871707
,9.22,0,0.14831455637195684,0.00020453229815818838,,2.3267595291137697,1.7976027260106653e-08,0.8720121999537643,654.7685215473175,9.802,2.373582384586334,0.0003471547724871707
,9.58,0,0.14831455637195684,0.00020453229815818838,,2.32555410861969,1.7976027260106653e-08,0.8720121999537643,732.364725112915,9.816,2.374174144744873,0.0003471547724871707
,9.42,0,0.14831455637195684,0.00020453229815818838,,2.3256008052825927,1.7976027260106653e-08,0.8720121999537643,803.5150549411774,9.754,2.3697274169921876,0.0003471547724871707
,9.42,0,0.14831455637195684,0.00020453229815818838,,2.326119589805603,1.7976027260106653e-08,0.8720121999537643,863.538153886795,9.994,2.3744342193603516,0.0003471547724871707
,9.36,0,0.14831455637195684,0.00020453229815818838,,2.3250738048553465,1.7976027260106653e-08,0.8720121999537643,941.2050611972809,9.746,2.3709445238113402,0.0003471547724871707
,9.28,0,0.14831455637195684,0.00020453229815818838,,2.3267849397659304,1.7976027260106653e-08,0.8720121999537643,1018.7685053348541,9.9,2.3719223918914794,0.0003471547724871707
,9.46,0,0.14831455637195684,0.00020453229815818838,,2.325802359580994,1.7976027260106653e-08,0.8720121999537643,1096.3812410831451,9.93,2.372660048484802,0.0003471547724871707
,9.54,0,0.14831455637195684,0.00020453229815818838,,2.3272537708282472,1.7976027260106653e-08,0.8720121999537643,1173.9193532466888,9.748,2.371798270702362,0.0003471547724871707
,9.2,0,0.14831455637195684,0.00020453229815818838,,2.3257721948623655,1.7976027260106653e-08,0.8720121999537643,1236.2973976135254,9.856,2.372724517822266,0.0003471547724871707
,9.22,0,0.14831455637195684,0.00020453229815818838,,2.3256424713134765,1.7976027260106653e-08,0.8720121999537643,1305.2350692749023,10.068,2.371070155620575,0.0003471547724871707
,9.44,0,0.14831455637195684,0.00020453229815818838,,2.3272231721878054,1.7976027260106653e-08,0.8720121999537643,1382.8625314235687,9.734,2.3723041381835936,0.0003471547724871707
,9.48,0,0.14831455637195684,0.00020453229815818838,,2.3256123542785643,1.7976027260106653e-08,0.8720121999537643,1460.5014367103577,9.708,2.37451415681839,0.0003471547724871707
,9.34,0,0.14831455637195684,0.00020453229815818838,,2.3265913009643553,1.7976027260106653e-08,0.8720121999537643,1538.190895318985,9.602,2.3740870742797853,0.0003471547724871707
,9.24,0,0.14831455637195684,0.00020453229815818838,,2.326096510887146,1.7976027260106653e-08,0.8720121999537643,1615.8015532493591,9.864,2.371824128627777,0.0003471547724871707
,9.26,0,0.14831455637195684,0.00020453229815818838,,2.3257870721817016,1.7976027260106653e-08,0.8720121999537643,1669.8567481040955,9.7,2.3739045691490173,0.0003471547724871707
,9.44,0,0.14831455637195684,0.00020453229815818838,,2.3261884784698488,1.7976027260106653e-08,0.8720121999537643,1747.3978984355927,9.66,2.3730406322479247,0.0003471547724871707
,9.62,0,0.14831455637195684,0.00020453229815818838,,2.325662808418274,1.7976027260106653e-08,0.8720121999537643,1825.1624503135681,9.73,2.3740323858261108,0.0003471547724871707
,9.52,0,0.14831455637195684,0.00020453229815818838,,2.3266457223892214,1.7976027260106653e-08,0.8720121999537643,1902.9976823329926,9.608,2.3751743669509886,0.0003471547724871707
,9.5,0,0.14831455637195684,0.00020453229815818838,,2.3256763505935667,1.7976027260106653e-08,0.8720121999537643,1980.810152053833,9.844,2.372694734096527,0.0003471547724871707
,9.46,0,0.14831455637195684,0.00020453229815818838,,2.3262282705307005,1.7976027260106653e-08,0.8720121999537643,2058.553772687912,9.756,2.369882691860199,0.0003471547724871707
,9.06,0,0.14831455637195684,0.00020453229815818838,,2.32584876537323,1.7976027260106653e-08,0.8720121999537643,2104.9219205379486,9.836,2.371259694099426,0.0003471547724871707
,9.3,0,0.14831455637195684,0.00020453229815818838,,2.3256095933914183,1.7976027260106653e-08,0.8720121999537643,2141.1155157089233,9.822,2.371649618148804,0.0003471547724871707
,9.38,0,0.14831455637195684,0.00020453229815818838,,2.3250543785095217,1.7976027260106653e-08,0.8720121999537643,2177.291850566864,9.632,2.3738447060585024,0.0003471547724871707
,9.6,0,0.14831455637195684,0.00020453229815818838,,2.326011953353882,1.7976027260106653e-08,0.8720121999537643,2213.48215675354,9.894,2.3712109856605528,0.0003471547724871707
,9.56,0,0.14831455637195684,0.00020453229815818838,,2.325955891609192,1.7976027260106653e-08,0.8720121999537643,2249.6563818454742,9.93,2.374240900039673,0.0003471547724871707
,9.5,0,0.14831455637195684,0.00020453229815818838,,2.326817355155945,1.7976027260106653e-08,0.8720121999537643,2285.815543651581,9.928,2.3737484827041624,0.0003471547724871707
,9.22,0,0.14831455637195684,0.00020453229815818838,,2.3259441661834717,1.7976027260106653e-08,0.8720121999537643,2321.9967064857483,10.036,2.368776731967926,0.0003471547724871707
,9.5,0,0.14831455637195684,0.00020453229815818838,,2.326537628173828,1.7976027260106653e-08,0.8720121999537643,2358.176770210266,9.834,2.371602976322174,0.0003471547724871707
9.48,9.5,0,0.14831455637195684,0.00020453229815818838,2.3262430477142333,2.326537628173828,1.7976027260106653e-08,0.8720121999537643,2359.4115781784058,9.834,2.371602976322174,0.0003471547724871707
,10.8,0,0.14625057394457047,0.00011387217337698545,,2.331054439544678,1.0745714394006106e-08,0.8448245043362201,2397.196473836899,9.844,2.3846170330047607,0.00023730071464031174
,10.9,0,0.14625057394457047,0.00011387217337698545,,2.330917253494263,1.0745714394006106e-08,0.8448245043362201,2433.3819613456726,9.44,2.382686809539795,0.00023730071464031174
,10.74,0,0.14625057394457047,0.00011387217337698545,,2.331320538520813,1.0745714394006106e-08,0.8448245043362201,2469.552891969681,9.438,2.3831132855415342,0.00023730071464031174
,10.86,0,0.14625057394457047,0.00011387217337698545,,2.3312700891494753,1.0745714394006106e-08,0.8448245043362201,2505.718178510666,9.734,2.3831184129714966,0.00023730071464031174
,10.74,0,0.14625057394457047,0.00011387217337698545,,2.3321981048583984,1.0745714394006106e-08,0.8448245043362201,2541.885363340378,9.478,2.382444164276123,0.00023730071464031174
,10.82,0,0.14625057394457047,0.00011387217337698545,,2.3310832357406617,1.0745714394006106e-08,0.8448245043362201,2578.0447449684143,9.59,2.3823278322219847,0.00023730071464031174
,10.76,0,0.14625057394457047,0.00011387217337698545,,2.331035714149475,1.0745714394006106e-08,0.8448245043362201,2614.203563451767,9.544,2.3807037100791932,0.00023730071464031174
,10.44,0,0.14625057394457047,0.00011387217337698545,,2.3315105867385864,1.0745714394006106e-08,0.8448245043362201,2650.359434366226,9.816,2.3782369012832643,0.00023730071464031174
,10.78,0,0.14625057394457047,0.00011387217337698545,,2.3318315315246583,1.0745714394006106e-08,0.8448245043362201,2686.530982017517,9.552,2.381971424102783,0.00023730071464031174
,10.78,0,0.14625057394457047,0.00011387217337698545,,2.3311585187911987,1.0745714394006106e-08,0.8448245043362201,2722.699667453766,9.61,2.3815683279037474,0.00023730071464031174
,10.82,0,0.14625057394457047,0.00011387217337698545,,2.331747465133667,1.0745714394006106e-08,0.8448245043362201,2758.8555574417114,9.742,2.3803434710502627,0.00023730071464031174
,10.76,0,0.14625057394457047,0.00011387217337698545,,2.330871968269348,1.0745714394006106e-08,0.8448245043362201,2795.0146429538727,9.466,2.381915803432465,0.00023730071464031174
,10.92,0,0.14625057394457047,0.00011387217337698545,,2.3306390905380248,1.0745714394006106e-08,0.8448245043362201,2831.1955013275146,9.734,2.380181022644043,0.00023730071464031174
