acc_test,acc_val,aiteration,drp,eps,loss_test,loss_val,lr,momentum,train_acc,train_los,weight_decay
46.5,45.06,0,0.08188196510014305,0.0006251432685102358,1.449102292060852,1.4605079007148742,0.014716808545765677,0.739687634753262,31.658,1.8179305922985076,0.00043697558336195774
56.86,57.88,0,0.08458724524286099,0.000549363813900987,1.1817462897300721,1.1716020333766937,0.0815752682988883,0.6335702948918901,42.048,1.5613376948833466,0.00034276431903406367
54.24,53.76,0,0.14352436070439026,0.00010365105130589333,1.2524980318546295,1.2694902837276458,0.16190137315210398,0.7448336266838267,41.624,1.583772765159607,0.00011000573575565908
11.68,11.24,0,0.012226497069466366,0.009844860232824769,2.331410975456238,2.332459263801575,5.7586581686949504e-08,0.9886645223229479,10.69,2.352260868549347,0.009599463554015673
11.46,11.18,0,0.08327107901091413,0.0018537821907024434,2.320576934814453,2.3193654346466066,1.7600998415658557e-05,0.9405187209167248,10.038,2.3745200729370115,0.003805075192562599
20.0,21.8,0,0.002719481884857017,0.00011240706091906055,2.1268049812316896,2.124430956840515,0.0004197799679546719,0.9413910980715611,16.836,2.2282788901329043,0.0001115611747585524
9.74,9.92,0,0.11817371693041581,0.0006571589426465023,2.322258768081665,2.320806760787964,2.964955176173323e-08,0.9842637142355547,9.884,2.365344366073608,0.0007084919665198398
7.56,7.86,0,0.03858641039980308,0.0032172075106822974,2.357397589683533,2.354294934272766,5.014657915177593e-06,0.6506019203591145,9.118,2.401405429840088,0.0019216043303766437
68.22,67.24,1,0.08458724532733244,0.0005493637763014842,0.9026119947433472,0.9067707848548889,0.08157526832225985,0.633570294794935,58.428,1.149841620206833,0.00034276431661246196
62.06,63.44,1,0.09131890139745599,0.0004543684116045307,1.1602632689476013,1.1399812078475953,0.3088663357539751,0.6496665624425325,56.158,1.2182956787347794,0.00022503345052853716
57.58,58.04,1,0.002760535571601719,0.009524387644751097,1.1463108944892884,1.1450167512893676,2.621287176395572e-06,0.6741291418644608,52.972,1.2850188339948654,0.009936949842878594
66.9,67.68,1,0.14763163313029057,0.0001116925484075585,0.9200477218627929,0.9203581809997559,0.2522167436152779,0.9859275685150238,56.702,1.2116267338991165,0.0015975709460977503
62.26,61.84,1,0.031285246515522926,0.0035715708534844017,1.056798995733261,1.0510606801509856,0.0013249714960428263,0.921301568366515,55.628,1.2227946965694427,0.00011615618980170611
57.44,57.94,1,0.11283306287732806,0.0006118861518562968,1.1498311495780944,1.1489040672779083,1.1077269580681417e-08,0.9007325151556369,52.624,1.289978736758232,0.0009114192620213342
61.5,61.24,1,0.05174110778983483,0.00013083541791562454,1.073153921365738,1.0699646031856538,0.0006468482951424314,0.9846554168890592,54.592,1.243261775135994,0.0005288093731368366
57.44,57.94,1,0.14481181620611097,0.0018851221901536803,1.145175232887268,1.1438520789146422,2.839773113018543e-06,0.8028850786202971,52.482,1.29367039000988,0.005124423427761021
73.86,73.32,2,0.08458724524985864,0.0005493637551121502,0.7373537683486938,0.7465877103805542,0.08157526827310096,0.633570294728484,66.872,0.9354616379737855,0.00034276438117664755
72.58,72.6,2,0.08629129699365815,0.0004356744742876978,0.7898154842853546,0.7957385349273681,0.35563117800355254,0.632144270839853,62.732,1.0641950513124465,0.00023890101354966716
68.58,68.0,2,0.016393644306034932,0.007954209716427296,0.8948620378971099,0.9030038714408875,5.428575989020047e-07,0.6718340189394046,63.648,1.0122053520679475,0.0072876350208378625
71.1,71.3,2,0.14724984942382732,0.00011630828568003368,0.8084431493282318,0.8106856215000152,0.28190531380124684,0.9890986103188792,62.412,1.0633242627382278,0.0011742200039107894
69.82,69.96,2,0.0864461266627347,0.004591765929029407,0.8417504489421844,0.8409590780735016,0.0006024889824537318,0.92851692159755,64.98,0.9759369059801102,0.00010529161391927501
70.08,70.14,2,0.013938475558933877,0.0012570046680699682,0.8350985813140869,0.8341705751419067,0.000640325585002774,0.9113244856655922,65.424,0.9710828906297684,0.0009011055514523754
