b1,b2,droupout_prob,itération,lr,weight_decay,loss,test
0.9963915330579706,0.9984629275963899,0.6481451200532193,-0.0,0.00015469261077749615,0.01933996416032033,0.3002,0.305
0.995643236269065,0.9973567697782749,0.6798489531373071,0.0,0.00011109429529172822,0.038418459084487024,0.1944,0.1948
0.999817931937333,0.9999836671251059,0.09258685708122039,0.0,0.11167656327987557,3.443664006616315e-05,0.368,0.3754
0.9998951432662555,0.9999895877788681,0.041700861962744896,0.0,0.12813285280008407,1.30919895597594e-05,0.1,0.1
0.999817931946884,0.9999836670893741,0.09258685709776124,1.0,0.11167656324142577,3.443673400614725e-05,0.101,0.099
0.9053713382618822,0.9905985496951678,0.058288642991194885,1.0,0.12278459569673976,1.0432467251983527e-05,0.2116,0.2118
0.9963915330746229,0.9984629275525692,0.6481451199700886,1.0,0.00015469254876752687,0.019339964253683235,0.488,0.482
0.906318712604862,0.990135754708791,0.7075064649756388,1.0,8.520593619284396e-05,0.04752652668197107,0.3294,0.333
0.9963915330340299,0.9984629276232291,0.6481451200560168,2.0,0.00015469249904664055,0.019339964305564773,0.5618,0.5554
0.9432701519614191,0.993175355106799,0.7013425592278124,2.0,8.016942035845934e-05,0.05763854219489365,0.5046,0.4924
0.9970369228479246,0.9987093673204217,0.021115491991605853,1.0,0.13040601384947198,1.048098269530838e-05,0.1872,0.1754
0.9062962446075601,0.9929591675989246,0.9832222006979094,1.0,2.5382078608665494e-05,0.09268054761318327,0.363,0.3726
0.9963915329434516,0.9984629275654785,0.6481451200376709,3.0,0.00015469247982042447,0.01933996431030998,0.6376,0.6358
0.904412136004952,0.9926799883873808,0.71815249611712,3.0,6.790809902244827e-05,0.04928100235601783,0.5856,0.5774
0.9432701520327871,0.99317535514388,0.7013425592445401,3.0,8.01693788285226e-05,0.057638542165506505,0.5562,0.5414
0.9271889710240274,0.9900938410134901,0.7756376201344589,3.0,3.4190355722112685e-05,0.12790290663919743,0.5014,0.497
0.9963915329134161,0.9984629276272172,0.6481451199748096,4.0,0.00015469256839150067,0.019339964264434423,0.653,0.6572
0.9085887120994607,0.9926079619257434,0.6799123984707603,4.0,6.87235807108467e-05,0.055422816331767516,0.6432,0.6428
0.9044121359424516,0.992679988300679,0.7181524960556821,4.0,6.790817036804483e-05,0.049281002448543124,0.6282,0.6232
0.9276804239417495,0.9905255475542175,0.8030861838750339,4.0,1.9584180878519754e-05,0.12419936563578188,0.5954,0.589
0.9963915329870314,0.9984629277116418,0.6481451198950551,5.0,0.0001546925780469512,0.019339964328847242,0.6716,0.6726
0.906700919269577,0.9916084502283535,0.7233373089183945,5.0,9.467971796959833e-05,0.04883548525386455,0.662,0.665
0.9085887121608417,0.9926079619869318,0.6799123984133983,5.0,6.872352253366266e-05,0.055422816249818166,0.6526,0.6536
0.9047594004653933,0.9913857102442475,0.7622410099364578,5.0,2.3103332195165838e-05,0.13512199693858923,0.6472,0.6406
