loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
47.90623563878677,56.597632314644606,False,,,1,b48b0d686f2649a8af425dad64569a0d,2021-04-05_17-28-28,1617636508,0.03373456001281738,0.03373456001281738,12944,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.03373456001281738,0,1,90c7ab8c,0.0174861902715674,0.07873853418326511,0.9256203679284815,0.9929761762538052,0.4568576555369284,11.721711273533543
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
313.51386335784315,290.16651348039215,False,,,1,c5e8f542af0b4b1184d99b4573febef8,2021-04-05_17-28-28,1617636508,0.02978062629699707,0.02978062629699707,12947,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.02978062629699707,0,1,90dbd7ce,0.044673286823522895,0.04302204015858978,0.9794033313366569,0.9923566123377687,0.1768482861800777,19.221237069966463
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
499.5884267769608,442.8600643382353,False,,,1,b48b0d686f2649a8af425dad64569a0d,2021-04-05_17-28-28,1617636508,0.021874666213989258,0.021874666213989258,12944,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.021874666213989258,0,1,90eecdb6,0.055457550691128156,0.01498975639385677,0.9625883572776713,0.9906451741677819,0.3299699574400594,10.615556586097332
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
6.340477438534007,6.129747577742035,False,,,1,205ee59b3bab41178de17b621c217ba2,2021-04-05_17-28-28,1617636508,0.03717780113220215,0.03717780113220215,12946,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.03717780113220215,0,1,90bdffec,0.01966036661966432,0.06478147051038471,0.923207988282951,0.9903676696736967,0.696599650647059,16.05300695875193
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
0.07849904602649165,0.13699285656798119,False,,,1,356b1ce379874bd8b35b9abb5294b60c,2021-04-05_17-28-28,1617636508,0.018970489501953125,0.018970489501953125,12940,antoine-HP-Spectre-Laptop-13-af0xx,192.168.1.24,0.018970489501953125,0,1,90ca284e,0.004984126475684248,0.09717644524338734,0.9533392621397998,0.9913797937776296,0.5586546955627069,15.258079781450821
loss,test,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,config/lr,config/weight_decay,config/b1,config/b2,config/droupout_prob,config/eps
