b1,b2,droupout_prob,iteration,lr,weight_decay,net,dataset,loss,test
9.999999747378752e-05,9.999999747378752e-06,0.0,0,9.999999747378752e-06,0.0,LeNet,FMNIST,0.1574,0.1602
0.050050001591444016,0.0050050001591444016,0.5,0,0.5000050067901611,0.5,LeNet,FMNIST,0.094,0.105
0.07502499967813492,0.0025075001176446676,0.25,0,0.7500025033950806,0.75,LeNet,FMNIST,0.0962,0.101
0.025074999779462814,0.007502500433474779,0.75,0,0.2500075101852417,0.25,LeNet,FMNIST,0.0964,0.1024
9.999999747378752e-05,9.999999747378752e-06,0.0,1,9.999999747378752e-06,0.0,LeNet,FMNIST,0.2012,0.2124
9.999999747378752e-05,9.999999747378752e-06,0.0,1,9.999999747378752e-06,0.0,LeNet,FMNIST,0.1994,0.2108
0.050050001591444016,0.0050050001591444016,0.5,1,0.5000050067901611,0.5,LeNet,FMNIST,0.038,0.0376
0.07502499967813492,0.0025075001176446676,0.25,1,0.7500025033950806,0.75,LeNet,FMNIST,0.0964,0.0954
9.999999747378752e-05,9.999999747378752e-06,0.0,2,9.999999747378752e-06,0.0,LeNet,FMNIST,0.244,0.2526
0.0944648806775791,0.0003297609716705844,0.035074560160779145,2,0.9149208332270856,0.5181920932137546,LeNet,FMNIST,0.1224,0.1188
9.999999747378752e-05,0.00020903514905751784,0.7707290439348506,2,0.014863994768305095,0.0,LeNet,FMNIST,0.7122,0.7114
0.00032861580744330204,0.00824183008626385,0.9134737652168694,2,0.36846208572387695,0.0010753155988811325,LeNet,FMNIST,0.0994,0.1006
9.999999747378752e-05,0.00020903514905751784,0.7707290439348506,3,0.014863994768305095,0.0,LeNet,FMNIST,0.7526,0.752
0.0009479341659038547,4.0061200109229976e-05,0.9702338193535185,3,0.016823118906141646,0.3764597928878711,LeNet,FMNIST,0.153,0.1468
0.012836332964783908,0.0005141468535113438,0.954155566774481,3,0.4212871012477869,3.378734123715699e-05,LeNet,FMNIST,0.1032,0.0968
0.0036567557547830384,0.0005857107472495523,0.23828139388992137,3,0.07936623996954538,0.0002526345997147351,LeNet,FMNIST,0.1022,0.0978
9.999999747378752e-05,0.00020903514905751784,0.7707290439348506,4,0.014863994768305095,0.0,LeNet,FMNIST,0.7572,0.7484
0.030921211854197085,0.002287612412410519,0.07273417711257935,4,0.006370600282227953,0.004604495192017943,LeNet,FMNIST,0.812,0.814
0.05916542898869713,0.0028679212964706794,0.4600923008929644,4,4.383853961610545e-05,0.979216896680812,LeNet,FMNIST,0.753,0.75
0.0011183474978501296,0.002509739493680779,0.915738248040694,4,0.008716508584975795,0.002801274406591281,LeNet,FMNIST,0.723,0.714
0.030921211854197085,0.002287612412410519,0.07273417711257935,5,0.006370600282227953,0.004604495192017943,LeNet,FMNIST,0.8368,0.8334
0.056052648710092454,0.004232662331444119,0.7513579345705886,5,0.0004434644115104495,0.23198841797176062,LeNet,FMNIST,0.8008,0.801
0.007553806135187685,0.0011857321783573338,0.39963386003669826,5,0.0022169519026221923,1.1477664176840884e-05,LeNet,FMNIST,0.8228,0.8268
0.07460840465048138,0.0040007590770338025,0.7218642007433796,5,0.0009187476092636629,0.9961359220069426,LeNet,FMNIST,0.778,0.7728
0.030921211854197085,0.002287612412410519,0.07273417711257935,6,0.006370600282227953,0.004604495192017943,LeNet,FMNIST,0.8464,0.8494
0.028401382191123006,0.002320939899271598,0.44708913220121005,6,0.0023888856632380733,0.0384751472679143,LeNet,FMNIST,0.7916,0.7854
0.08652716505840562,0.000866555549091674,0.7383049345887494,6,0.004022922425937426,0.3864145560583758,LeNet,FMNIST,0.5822,0.5712
0.07381140267822581,0.006160098149994169,0.34706991241520785,6,0.005636392335128736,0.0002947347222453777,LeNet,FMNIST,0.8438,0.8454
0.030921211854197085,0.002287612412410519,0.07273417711257935,7,0.006370600282227953,0.004604495192017943,LeNet,FMNIST,0.8562,0.8568
0.03185015641908923,0.0036334244464891934,0.04473353880380032,7,0.0028389210533655744,1.7367928231111236e-05,LeNet,FMNIST,0.865,0.8682
0.03185015544295311,0.0034883348175186917,0.15752654352950773,7,0.002838921034708619,0.00036151114629873193,LeNet,FMNIST,0.8606,0.8628
0.05031464398010585,0.00765979411592892,0.010103529100223375,7,0.0002945587028456869,0.5675217571421005,LeNet,FMNIST,0.844,0.8472
0.03185015641908923,0.0036334244464891934,0.04473353880380032,8,0.0028389210533655744,1.7367928231111236e-05,LeNet,FMNIST,0.8698,0.8688
0.0992385897072174,0.0022654082676514514,0.028166153322843945,8,0.0006527250701786614,0.009310156486820924,LeNet,FMNIST,0.8666,0.8686
0.040585859371303004,0.003469103430136929,0.9945028548368824,8,0.00036801223164391686,1.5810843726896993e-05,LeNet,FMNIST,0.8478,0.8454
0.02843815165037961,0.0040265079893823785,0.9992980663597765,8,1.0145393814415696e-05,0.9530048002912418,LeNet,FMNIST,0.8648,0.868
0.03185015641908923,0.0036334244464891934,0.04473353880380032,9,0.0028389210533655744,1.7367928231111236e-05,LeNet,FMNIST,0.871,0.8712
0.05926357297639616,0.009358740014449411,0.015038445044130835,9,1.0216109299047557e-05,0.026291811437040638,LeNet,FMNIST,0.8704,0.8714
0.05546415201048193,0.00919188504641799,0.061716864355414,9,0.0010934952569157056,1.4385426526097866e-05,LeNet,FMNIST,0.8732,0.8728
0.014067081679388175,0.0014200793716936887,1.8425738522644813e-05,9,1.9825776353981977e-05,0.04692084187019481,LeNet,FMNIST,0.8708,0.8704
