3.941199999999999148e-01 1.770466221084152636e-01 3.923999999999999710e-01 1.745251844290674481e-01
6.857199999999999962e-01 1.456292910097415905e-01 6.804399999999999338e-01 1.449405726496207913e-01
8.277200000000000113e-01 4.720349987024266558e-02 8.284399999999999542e-01 4.447801254552635752e-02
8.328800000000000647e-01 4.791954089930327426e-02 8.370400000000000063e-01 4.577206134750761574e-02
8.328800000000000647e-01 4.791954089930327426e-02 8.370400000000000063e-01 4.577206134750761574e-02
8.438400000000001455e-01 5.020045418121233533e-02 8.496799999999999908e-01 4.811725677966274817e-02
8.661200000000001120e-01 3.438479896698539567e-02 8.663600000000000190e-01 3.374287480343073076e-02
8.743199999999999861e-01 3.772137855381216265e-02 8.755599999999998939e-01 3.741718321840915851e-02
8.743199999999999861e-01 3.772137855381216265e-02 8.755599999999998939e-01 3.741718321840915851e-02
9.208399999999998808e-01 1.163535989989136592e-02 9.189599999999999991e-01 1.231639557662873169e-02
9.207599999999999119e-01 1.164772939246100543e-02 9.209600000000000009e-01 1.182089675109294739e-02
9.213599999999999568e-01 1.202587210974738474e-02 9.217999999999999527e-01 1.236818499214818734e-02
9.213599999999999568e-01 1.202587210974738474e-02 9.217999999999999527e-01 1.236818499214818734e-02
9.220399999999999707e-01 1.238247148189729890e-02 9.218399999999998817e-01 1.238650878980835507e-02
9.221600000000000907e-01 1.230225995498388653e-02 9.218800000000000328e-01 1.235825230362285962e-02
9.221600000000000907e-01 1.230225995498388653e-02 9.218800000000000328e-01 1.235825230362285962e-02
9.225199999999998957e-01 1.250225579645530133e-02 9.223599999999999577e-01 1.258608755729911585e-02
9.233999999999999986e-01 1.246611406974925361e-02 9.236400000000000166e-01 1.236032362035880544e-02
9.246800000000000574e-01 1.160906542319406660e-02 9.245200000000000085e-01 1.173057543345592049e-02
9.246800000000000574e-01 1.160906542319406660e-02 9.245200000000000085e-01 1.173057543345592049e-02
9.246800000000000574e-01 1.160906542319406660e-02 9.245200000000000085e-01 1.173057543345592049e-02
9.246800000000000574e-01 1.160906542319406660e-02 9.245200000000000085e-01 1.173057543345592049e-02
9.245600000000001595e-01 1.154199289550986510e-02 9.251200000000000534e-01 1.202956358310639483e-02
9.255600000000001604e-01 1.212590615170677615e-02 9.252399999999999514e-01 1.209204697311417297e-02
9.255600000000001604e-01 1.212590615170677615e-02 9.252399999999999514e-01 1.209204697311417297e-02
9.255600000000001604e-01 1.212590615170677615e-02 9.252399999999999514e-01 1.209204697311417297e-02
9.255600000000001604e-01 1.212590615170677615e-02 9.252399999999999514e-01 1.209204697311417297e-02
9.251599999999999824e-01 1.190922331640482251e-02 9.256800000000000583e-01 1.236763518220035038e-02
9.251599999999999824e-01 1.190922331640482251e-02 9.256800000000000583e-01 1.236763518220035038e-02
9.251599999999999824e-01 1.190922331640482251e-02 9.256800000000000583e-01 1.236763518220035038e-02
9.242399999999999505e-01 1.135154615019469924e-02 9.258399999999999963e-01 1.244899995983613124e-02
9.242399999999999505e-01 1.135154615019469924e-02 9.258399999999999963e-01 1.244899995983613124e-02
9.226000000000000867e-01 1.247092618853948634e-02 9.263600000000000723e-01 1.209948759245614396e-02
9.230399999999999716e-01 1.244337574776234120e-02 9.265200000000000102e-01 1.207619145260625110e-02
9.257199999999998763e-01 1.107837533215047694e-02 9.276799999999999491e-01 1.177057347795765034e-02
