7.067399999999999238e-01 1.527563029796152050e-01 7.087399999999999256e-01 1.526413119047396183e-01
8.587599999999999678e-01 3.688126353583889849e-02 8.602000000000000757e-01 3.652623714537264060e-02
8.589399999999999258e-01 3.683590775316932658e-02 8.605000000000000426e-01 3.645460876213046930e-02
8.589399999999999258e-01 3.683590775316932658e-02 8.605000000000000426e-01 3.645460876213046930e-02
8.664200000000000790e-01 2.756230940977189015e-02 8.676800000000000068e-01 2.758688818986295213e-02
8.722600000000000353e-01 2.939061244683411483e-02 8.739799999999998681e-01 2.932860208056292661e-02
8.722600000000000353e-01 2.939061244683411483e-02 8.739799999999998681e-01 2.932860208056292661e-02
9.016399999999998860e-01 2.110179139314953545e-02 9.029199999999999449e-01 2.094445988799902014e-02
9.072199999999999154e-01 1.717034944315344938e-02 9.076799999999998203e-01 1.757726941251114283e-02
9.208399999999998808e-01 1.103556070165897726e-02 9.210200000000000609e-01 1.200445334032332681e-02
9.208399999999998808e-01 1.103556070165897726e-02 9.210200000000000609e-01 1.200445334032332681e-02
9.269000000000000572e-01 8.254362482954077235e-03 9.267000000000000792e-01 9.563289183121043494e-03
9.269000000000000572e-01 8.254362482954077235e-03 9.267000000000000792e-01 9.563289183121043494e-03
9.288400000000001100e-01 9.221800258084087570e-03 9.291600000000000970e-01 1.071399085308551331e-02
9.289800000000001390e-01 9.244506476821774330e-03 9.297199999999999909e-01 1.080714578415596649e-02
9.289800000000001390e-01 9.244506476821774330e-03 9.297199999999999909e-01 1.080714578415596649e-02
9.289800000000001390e-01 9.244506476821774330e-03 9.297199999999999909e-01 1.080714578415596649e-02
9.303800000000000958e-01 9.721363073149759046e-03 9.303800000000000958e-01 1.099858627278979019e-02
9.354200000000000292e-01 1.067281125102471397e-02 9.355399999999999272e-01 1.179542708001706831e-02
9.425400000000001555e-01 1.121089202516908565e-02 9.438799999999998303e-01 1.166192093953650165e-02
9.429800000000000404e-01 1.133379459845641757e-02 9.446199999999999042e-01 1.186544984397978550e-02
9.429800000000000404e-01 1.133379459845641757e-02 9.446199999999999042e-01 1.186544984397978550e-02
9.445000000000000062e-01 1.162052064238086775e-02 9.455799999999999761e-01 1.207198823723747670e-02
9.467399999999999149e-01 9.462668756751443228e-03 9.487999999999999767e-01 8.938679992034613900e-03
9.467399999999999149e-01 9.462668756751443228e-03 9.487999999999999767e-01 8.938679992034613900e-03
9.467399999999999149e-01 9.462668756751443228e-03 9.487999999999999767e-01 8.938679992034613900e-03
9.467399999999999149e-01 9.462668756751443228e-03 9.487999999999999767e-01 8.938679992034613900e-03
9.468599999999998129e-01 9.490526855765171396e-03 9.490199999999999747e-01 9.008490439579758952e-03
9.466599999999999460e-01 9.537615005859690492e-03 9.493799999999998906e-01 8.936268796315380639e-03
9.468399999999999039e-01 9.604144938514825106e-03 9.496599999999999486e-01 9.030398662296138315e-03
9.468399999999999039e-01 9.604144938514825106e-03 9.496599999999999486e-01 9.030398662296138315e-03
9.484200000000001518e-01 9.482874036915176288e-03 9.504799999999999915e-01 8.981002171250149560e-03
9.484200000000001518e-01 9.482874036915176288e-03 9.504799999999999915e-01 8.981002171250149560e-03
9.490400000000001057e-01 9.966925303221645452e-03 9.511800000000001365e-01 9.508569818852879302e-03
9.490400000000001057e-01 9.966925303221645452e-03 9.511800000000001365e-01 9.508569818852879302e-03
9.490400000000001057e-01 9.966925303221645452e-03 9.511800000000001365e-01 9.508569818852879302e-03
9.504400000000000626e-01 1.055829531695339288e-02 9.522000000000000464e-01 9.930961685556937910e-03
9.518199999999999994e-01 1.070658208766924607e-02 9.537200000000000122e-01 1.016692677262897790e-02
9.518199999999999994e-01 1.070658208766924607e-02 9.537200000000000122e-01 1.016692677262897790e-02
9.518199999999999994e-01 1.070658208766924607e-02 9.537200000000000122e-01 1.016692677262897790e-02
9.518199999999999994e-01 1.070658208766924607e-02 9.537200000000000122e-01 1.016692677262897790e-02
9.531400000000000983e-01 9.679054705910074621e-03 9.556200000000000250e-01 9.857631561384300536e-03
